0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
7122,110601,111529,112107,112668,113265,118255,119068,120913,122178,124925,126110,126734,127549,128165,130367,132194,134680,135278,136220,138014,138637,139408,140934,143386,145465,148251,150247,153349,154810,156379,158887,159485,162469,165810,171988,180483,187065,189801,195302,200790,207855,227718,526084,533477,717021,717629,790130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
95842,110626,111406,112112,112753,114305,116969,117478,119726,120478,123316,126735,127663,128485,130143,132201,133171,134707,138392,138926,139545,140572,141199,142772,143289,143971,144578,145407,146168,147096,148291,150219,152474,153536,154511,157578,158669,161467,167344,170386,180778,182096,187521,444309,504897,561617,586510,827701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110593,111408,111986,112688,113730,118590,119383,122625,124297,128070,129453,130568,131377,132136,134003,134629,136921,140222,147357,158703,163488,168230,171768,174228,179791,184940,191878,194506,201757,208363,369683,534749,617884,822354,876371,961744,1215107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111411,112049,112747,113357,114924,115878,117857,118367,120930,124860,125826,126775,129010,130026,134319,138892,139874,141227,141926,144474,146119,150496,151155,153990,155079,156271,158842,159667,162584,165953,168375,185244,188369,195052,197302,205957,218527,222177,257067,259214,490185,579722,732279,815779,1077315,1141434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111413,112375,116781,118091,120720,122273,126580,129360,131050,131644,132288,134188,137222,140275,143844,147351,161701,165334,180000,187600,195403,198584,379406,415241,466100,626364,880431,1196685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110559,111411,112095,112654,113171,116560,117269,119052,120357,122655,123776,124532,127818,132872,133530,135392,139809,144325,148081,154239,155492,156493,161265,161819,164177,165016,170569,173783,176081,190576,214837,338985,343719,354389,517538,524806,1100287,1176173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110575,111463,111979,112674,113452,117148,117752,118772,122435,123192,127806,129642,132376,134323,135149,136272,137173,139289,142212,143742,145438,146961,150766,152372,156816,157386,164347,164913,172403,173254,175320,182741,537440,588500,747879,991201,1009294,1031993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46314,110615,111481,112033,112601,113207,113728,116636,117729,119670,120203,121931,126636,128359,129146,131731,133453,135594,136122,136728,138173,141885,146104,154529,157233,158154,159455,162075,164428,164962,165935,166617,167408,168252,169673,171651,172414,174368,175470,178274,182096,194309,202396,218035,219782,459285,669092,713886,773168,851188,1217255,-1,-1,-1,-1,-1,-1,-1,-1
110582,111389,111977,112545,113241,116258,117220,119107,120959,124072,126808,127887,128399,128997,129870,132091,139344,140307,147431,156297,160310,173076,189390,268817,441453,498545,511539,551930,733076,733739,753319,879939,925026,950778,1048502,1089812,1189618,1190130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110636,111477,111998,112566,115847,116381,117869,119376,120863,121996,123067,126065,126889,127601,130798,133399,135865,138767,139338,143104,143671,146280,147904,149300,150637,155045,156965,158988,159945,160708,162031,163838,166236,167054,171065,178175,182575,201064,211566,292925,421562,501518,512849,589722,636482,792098,936640,1028668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110603,111460,111974,112757,113537,116051,118592,119594,122183,123587,125482,126404,127571,128295,129821,130849,131888,132831,134271,136219,138024,139707,140784,143351,145027,146697,153901,156444,159988,172125,175816,194557,199202,542832,761462,1072356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110628,111468,111979,112679,113539,117419,119724,120401,121117,122875,123837,124427,132058,135265,137125,138378,140062,141636,142323,144742,146935,149722,158333,161639,163138,163833,168845,171044,176498,194327,195322,228431,319966,470278,671383,671992,1127900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110592,111393,111969,112740,118582,119098,119626,123056,124019,124627,132002,139182,140534,143258,148931,150034,152697,153918,156783,158931,160340,172615,175936,176755,178789,318215,427638,508160,676335,784728,815378,904704,1064516,1067712,1070715,1081652,1243031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110567,111454,111974,112542,113145,113798,114906,115419,115945,116647,117403,119938,122522,124894,128481,129443,130267,131211,131913,132421,133831,136489,139614,141618,143397,144482,145570,146574,147571,149517,150584,151678,153642,157728,160469,161923,162955,166316,167445,180287,187882,189993,198498,205114,218858,326528,370659,397666,620259,625352,736416,741872,780804,1100242,-1,-1,-1,-1,-1
14428,110655,111468,111994,112641,113158,113810,116178,118940,119469,122254,124832,125360,126360,127343,128880,129471,130422,135530,138249,146263,149586,151340,154498,155222,156287,157690,158520,159841,160670,165744,167690,173645,181423,188388,205172,421486,537827,637480,638750,639260,670707,871736,1013832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111378,111978,112765,113623,115936,117454,118320,119068,120799,121474,123318,125318,126918,130459,131203,132154,133963,134471,139108,139906,141011,143545,144937,145538,146052,147722,151514,152328,156942,159375,161700,164051,172011,178502,180241,187383,195777,318308,322177,322737,323621,473129,562421,570080,809558,861924,1208921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110654,111502,112352,112928,115218,116233,118076,121058,121591,122760,124705,126796,130353,130878,131911,132553,133269,134777,136815,137444,138812,141904,142534,143946,144448,146107,146629,148600,149212,153836,154593,155331,156030,159345,164461,165970,172320,181268,186507,194990,206578,233390,396512,441496,446171,446786,843044,844043,940027,1046818,1093935,-1,-1,-1,-1,-1,-1,-1,-1
102920,110682,111407,111982,112671,113191,115816,116469,118642,119681,122601,125161,129721,130846,132130,132916,133783,134583,136228,136838,138451,141238,148416,149125,150925,152756,154639,158800,160821,167188,172201,178823,182104,186681,192603,195073,299886,362573,363442,396284,537654,560565,757624,1114941,1122519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110588,111391,111967,112613,117259,118262,119223,120223,123681,124263,129902,131247,131778,133093,133631,135110,135631,136488,138549,139080,141962,143139,145578,159247,166340,168053,171149,173742,193620,201238,204143,334114,350881,447169,487120,521264,630853,632192,711191,711860,844083,986329,1137270,1215160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110633,111420,112078,112595,113150,113935,116058,117175,117708,118639,119641,121299,126880,128200,132546,133645,134939,135794,138155,139186,140931,144415,147483,151733,152641,155945,161787,162813,164294,173186,174199,184924,220325,227223,228042,322206,326794,328358,361778,386343,388083,475686,776574,838510,896067,986563,996723,1032431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111403,111979,112752,113274,116490,117867,118474,119821,120338,121302,121898,123590,127050,128431,131982,132901,133733,134575,135370,136986,138238,139360,140474,142327,143002,143569,144794,148552,164338,165091,167746,170946,173638,174857,176458,199575,217483,225151,385558,464231,769638,868579,987920,1193901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110632,111464,111980,112680,113329,116222,116947,117511,118262,119383,122603,125647,126544,130856,131725,132529,136158,137811,139466,140728,143155,143926,145337,148602,151488,155041,157402,158781,162682,163847,167188,173340,179897,185662,191986,198907,220073,429453,532489,643728,699355,1020487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110660,111440,111994,112691,113386,113944,118046,118865,119407,121314,122979,123485,124530,125582,130098,132586,135240,135749,138085,140819,142279,144440,147083,149670,152265,155407,158104,159384,172165,197757,202347,211050,216639,217893,271668,345449,545760,639773,679001,732147,882251,1059250,1079943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110667,111406,111962,112621,113138,113657,116743,117558,118255,122088,123918,124917,126283,130899,132823,133984,134896,136428,138343,139476,140342,143917,144417,145443,146528,148285,149313,151390,152259,153958,155490,158749,165550,166338,175309,178028,179899,190335,199305,202693,212744,226757,610863,809033,817486,964685,1041702,1043168,1118088,1225024,1227804,-1,-1,-1,-1,-1,-1,-1,-1
110598,111360,111884,112577,113178,113742,118226,118758,119270,129606,131301,132053,133994,135712,136742,146850,147548,159451,173801,176738,190488,198768,206247,830963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111441,111967,112658,113310,113997,123700,128999,129525,130265,131358,133885,136525,137953,139246,141453,141965,143082,144924,147562,148614,149332,150556,152950,154252,155072,156720,157370,160369,165082,352587,353283,963904,1044594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111401,111979,112751,113534,118505,121179,129349,131476,133382,134019,135570,136446,137576,138403,139344,140518,142444,143364,144735,145251,146082,146658,147371,148572,149384,150051,151639,153077,154639,200669,327839,1049449,1131136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111404,112062,112745,119069,122730,124109,128588,129170,130483,131354,131954,132659,134031,135645,136611,137153,137824,141851,175388,182003,186245,195994,214429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110596,111519,112072,112677,113629,118819,119783,123242,123990,128784,129576,130227,132003,132572,133424,134359,135643,136361,138112,140320,141134,142006,143664,145579,147562,169597,174706,220608,507174,990846,1169164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110586,111404,111979,112551,113196,113801,115255,116088,118241,121299,122044,128296,129352,133624,134726,136063,136949,138231,139269,140651,144011,145088,145741,148385,150753,153061,153577,274322,274825,393702,407605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110579,111458,111978,112670,113535,119214,119950,125590,132096,132902,134298,135087,136711,137279,139306,139973,141547,142257,144522,146991,150676,155173,160719,209323,464781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110573,111507,112291,112935,113499,118034,118565,122112,126765,128128,129827,130358,131013,131750,132976,133642,134166,135254,137252,138150,138859,140087,141138,147235,148712,151700,154765,156054,158205,159310,160768,166280,172525,190983,374763,526425,810288,811287,881384,1012850,1014179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111418,111973,112633,113154,113799,117754,118500,123271,124533,125762,127355,128906,129824,131992,133010,134221,136257,137236,138167,140549,141175,142665,144015,152844,154953,156916,161892,169158,171397,175605,189833,311673,451137,673250,970022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111419,111975,112634,113150,113719,124365,125424,126873,128047,128936,129539,131090,131934,132973,134113,135818,136952,137696,138478,139450,140112,140629,141972,144679,145347,146505,147100,150164,152634,154757,156599,160734,162668,167327,170666,184423,189972,195423,199092,207198,210584,214187,227276,425937,865421,962855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110551,111426,111950,112645,119829,121558,122152,123556,124377,126677,128828,133579,135918,136852,138939,141200,141860,145956,163459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110577,111455,111973,112582,113317,114013,117755,118261,118819,120595,121596,127706,128711,129375,130602,131746,133289,134641,135186,137161,139110,140008,140753,141560,142772,144431,147310,150574,151840,170542,174345,175990,177611,178142,180328,181993,185510,186562,192078,197755,426116,457084,1195254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111404,112064,112628,113141,122585,123809,125441,127184,127716,129366,131142,131933,132929,134076,134691,135811,136429,137228,137845,138802,139848,143028,145547,146437,147727,150372,153503,160413,180825,200583,213677,889827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110559,111512,112065,112760,113326,114015,118594,119293,122625,129434,131253,133953,136033,137294,137965,140129,141496,142852,143908,144794,145451,146034,147006,147619,149504,150904,151873,154901,159410,161517,164595,166461,170478,171414,176930,181148,182476,213932,921897,1029922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111400,111977,112758,113321,120048,120619,122139,125744,126352,127133,129329,130979,131596,133013,134262,136064,137063,138231,140386,142722,145499,148982,149725,151451,153640,155930,157311,158882,168376,174410,180483,181179,188431,212985,297177,297870,535071,1065235,1102441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111478,111992,112906,113406,114243,119522,122193,124041,124726,125267,126610,127682,128300,129339,130452,131563,132895,135247,136341,137960,138498,140697,141902,142801,146085,148918,149635,173005,177700,179565,183802,185845,188902,194770,395954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111410,112067,112587,113149,113711,123246,126408,128368,129537,130577,131294,132991,133639,134157,134772,135878,136880,138585,139373,140663,141868,144481,145521,146635,150814,151639,156528,159189,174418,203576,211760,225857,237177,478920,479451,667773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111510,112249,112940,113720,122085,126442,128095,129706,130241,131887,132776,133707,134581,135461,136586,138539,139565,141718,142926,143663,146113,146751,148819,151999,156775,237746,600657,601535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110568,111380,112276,113057,113618,119303,119834,121693,123138,124475,125111,125839,126602,128061,128568,129653,130930,133394,134734,135970,136807,139516,141038,144387,148669,172293,173117,402677,550257,976359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110571,111512,112046,112626,113325,117839,118377,122679,124667,125328,126538,129292,129989,139433,150242,154380,160440,163880,168660,190270,196659,202549,379040,379651,432320,1048301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110585,111397,111972,112797,113310,113830,114680,118822,119651,121037,122818,123561,126206,127849,132492,133999,135758,136509,137854,138913,141169,142313,142899,144515,148658,150093,156005,161662,188663,195064,201526,223295,360037,360649,459318,507940,547894,921952,1139026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110592,111396,111916,112768,113338,114029,118818,128536,129545,130802,133225,134826,136186,137150,138304,140123,140869,142210,143702,144984,149369,153285,155492,156187,157951,162106,169468,171551,183179,194331,197668,508231,814886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110642,111517,112052,112761,113411,119070,119601,123510,129924,131431,133107,135422,136276,137732,138886,141429,142627,144647,147622,151373,161012,193985,198228,199887,201792,205645,774989,850813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110564,111467,111977,112550,113236,116131,116703,119140,119931,120882,121413,126999,128800,130090,132267,135244,140117,141751,143454,144416,145751,146617,152880,158523,161559,164419,170852,173048,178353,179273,180933,183439,184574,188917,198794,202247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110575,111468,112205,112761,113367,117374,119225,120012,121928,122460,126455,131279,134832,136439,138598,140733,141685,145533,146451,148224,149206,150921,152159,154792,155322,155908,160315,160914,164310,166039,171288,171974,176315,194620,480114,502115,502628,665704,814485,1181158,1242142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111459,111978,112496,113145,120631,121161,121823,122821,128683,129905,130949,131659,132815,133744,135470,136261,137576,139280,142214,143188,144827,145557,147070,148105,149915,152370,153342,154519,158062,158827,161954,166043,169714,170717,186671,192338,194659,201806,204998,227840,236037,241962,266131,641706,660214,966375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111457,111979,112548,117787,118567,119212,121452,121982,126584,130902,132899,135113,138211,139857,140565,141130,142220,143440,144158,149146,150225,153730,155376,158550,160326,166169,168147,168773,171980,201811,337602,338136,432428,1032133,1232000,1236165,1244564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111462,111986,112679,113327,116946,117682,121274,122165,122953,130023,131806,132723,134203,136213,137004,140917,145161,147029,149417,149994,156834,158135,162935,164236,165337,168704,170929,172494,173457,175016,181891,272937,273553,449636,841617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110568,111408,112057,112663,113525,119761,120293,120800,121385,122312,130674,131645,132298,134776,137120,137759,141168,143286,146685,148825,150217,151157,153664,154741,156729,158178,158879,160703,161830,164395,165746,166728,168099,171482,173404,177521,192713,204352,778470,804199,1147534,1152973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110564,111447,111969,112618,113439,115543,116283,116975,117542,118076,119988,127313,127843,128575,130178,131040,132421,132951,135180,136720,137238,138242,140180,142334,142877,145589,155586,169026,176920,191825,195735,209587,255776,263879,472942,473503,569516,571757,591315,836342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110589,111476,111984,112562,113067,117057,117572,118136,120847,121851,126371,127063,128121,129536,131332,132644,134560,136647,137385,140735,142783,144015,144661,145291,146779,147399,148319,151305,153887,158119,162862,163588,169865,175470,176741,181439,210323,214849,587500,588382,590653,593204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110554,111464,111977,112498,113144,113841,119123,119725,120469,123623,124155,131470,133325,134411,136213,137276,137932,138948,139459,140108,141188,142445,145777,149065,150678,152385,153207,154398,156985,160276,164699,170986,174263,175320,178831,179486,184175,197885,201088,556421,952000,952610,956710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110554,111450,111978,112668,113538,117942,118473,121559,124775,128046,128786,129569,131725,132730,133989,134633,135280,135861,136437,137647,138392,139381,140817,142315,144550,146492,149288,150923,154579,155403,161460,164242,169898,174165,202423,475111,643737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110566,111450,111969,112663,115022,116021,118387,119172,127439,128398,129349,129920,130910,132874,134164,135670,137212,137743,138306,139180,141813,143230,143840,144954,145523,146233,147856,148779,153233,158770,164304,165353,166413,166955,172980,179095,188102,194361,485082,526255,1207059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111452,111979,112758,113449,115014,115545,116055,118939,119470,121953,122561,123132,123996,131573,135336,138955,140199,141392,142885,145252,146907,148885,149636,151212,156976,164159,174576,208007,425644,527736,581901,582434,795071,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110585,111458,111983,112670,113715,118118,118621,119121,119811,125657,126406,128692,133776,134586,137822,139134,142935,145921,148484,151338,154480,157551,159112,160230,163126,166603,167208,170488,171457,172664,173261,176214,182465,187308,191101,231229,384089,553452,678056,783515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110596,111471,111985,112557,113069,116820,117351,118014,118769,119363,124785,131765,135244,136164,138309,140779,141859,144963,149306,153073,168277,170961,175731,178941,181287,188950,440527,703208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110591,111443,111964,112545,115271,115803,116310,116837,117445,118010,118541,119049,125782,126313,127037,128862,129514,132964,134224,134894,135745,136698,137368,138503,139017,143704,144254,146886,150957,151567,161223,166046,169249,189934,190932,193477,194426,197304,198441,214414,215197,439360,578393,903996,1033728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110586,111457,111964,112542,113321,116453,116983,117978,126384,127912,128470,129047,130828,131657,134090,135401,136350,137313,138191,139605,143041,143843,147148,148991,150451,151418,152604,153797,155904,159626,161152,165164,175586,178072,180042,182401,183190,184964,188160,189831,200083,208487,346880,347492,549557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111467,112291,112946,113463,115594,116165,116676,117330,118246,118777,119550,120300,120900,129903,131669,133712,134750,135654,136639,137161,137911,139580,141352,143758,144664,146180,147454,150378,151537,153574,173771,175526,310510,321775,322387,596100,597450,1042099,1047420,1094150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110577,111384,111970,112536,113054,114042,114612,117316,117932,118467,119221,119856,120602,124107,124635,131734,133296,135074,135900,136502,138448,141578,142532,144174,145369,146698,148903,149945,151223,152555,154609,157797,162952,165792,167878,178302,179522,184860,185433,192524,199077,221527,521496,590794,1001440,1044618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110559,111404,112061,112625,113140,113708,116879,117410,117920,118445,119611,123089,123951,124701,125347,126550,127867,130088,131696,132518,133244,134146,134781,136722,137628,138669,139907,141403,144173,157587,158744,161726,163168,164434,165283,169126,170510,175371,176195,180474,186720,188292,198083,204575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110619,111390,112071,112671,115266,115798,116307,116833,121127,121658,122307,122911,126853,129028,129883,130991,131748,133353,134699,135487,138198,139475,140157,143385,144225,145336,146875,148797,150325,153269,154768,155334,156443,157641,158253,159949,162058,162586,165137,167088,216368,475433,961740,962857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110551,111395,112270,112790,113353,115265,115796,116299,120173,120731,121688,123127,124014,130425,131117,132954,133516,137914,146996,150827,151474,153554,156543,169395,172116,173033,179280,182164,185270,187578,516301,516968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111447,111960,112621,113223,118625,119155,119666,120268,120805,121769,128326,129149,130107,130872,132094,133642,135428,135929,137364,137893,138708,140781,141967,146629,148434,152019,157947,163621,181625,197498,200802,515871,857303,1126162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110648,111394,112052,112660,113179,113733,116148,116720,117532,119185,120939,124110,124897,125417,126162,128855,129982,131668,132195,133883,136303,139174,140406,142197,143365,145491,148538,152513,155821,157072,157713,159436,160614,161917,162659,163698,166721,167641,168302,171101,175687,192505,194377,202503,206520,214869,718447,1229927,1230477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110644,111466,111994,112557,113080,113637,117813,118345,118857,119421,120925,121425,122026,122702,123231,132475,133134,134874,135811,136329,136894,137927,138586,139329,140774,143014,143686,144271,145325,146581,150135,151633,152254,155144,156875,158234,161601,162634,168147,172945,180084,186809,190125,195318,200742,201710,237811,238476,394696,561584,-1,-1,-1,-1,-1,-1,-1,-1,-1
110622,111426,111951,112528,113211,115940,116865,117471,120277,120809,121320,125331,126028,132823,133806,134321,135882,136402,138326,138854,140680,141523,142209,142876,143396,144047,144566,145836,146886,148144,149509,150542,152768,153579,154086,155629,159615,162630,163250,165801,168097,169925,175103,176176,895966,924373,1118100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111429,111984,112543,113240,114021,115702,116486,122400,123361,127529,128537,130202,131979,133785,135267,135820,137049,138535,140723,141997,143477,145127,147266,149268,150008,151470,152037,154118,156546,157082,160045,165776,172306,175777,178870,179766,186273,186878,402431,429406,443534,444146,472844,542217,1043338,1055085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110615,111501,112055,112744,113394,115423,116209,117233,117735,118501,126638,128912,129734,132145,133734,135450,138157,140503,143862,144850,146799,148052,150841,151485,153144,154609,158548,159325,160366,161901,162823,164599,165506,168958,172226,181572,183115,190646,216032,230436,858261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110624,111520,112255,112947,113462,114023,116019,116548,117061,123438,124439,129299,132282,133879,141871,144156,153220,156360,159431,166435,170307,172218,172951,174767,179670,181019,188183,192814,200891,204685,215783,429192,429857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110615,111288,111853,112367,112934,113623,114485,115182,118468,118999,119511,121102,121633,125808,126643,127635,130534,131348,132411,133728,134955,135557,137537,140123,140793,142248,143056,143837,144632,145771,146343,147195,148400,149223,150882,153421,154949,155712,156454,163749,168123,182297,182936,189036,190984,197259,199339,225754,364399,513388,-1,-1,-1,-1,-1,-1,-1,-1,-1
110509,111376,111953,112460,113023,113802,115422,115994,116507,117027,123602,124304,128087,128613,130216,132031,134204,136044,136803,137950,138911,139472,140193,141698,142548,143183,145342,148224,150777,152685,155732,171181,187607,191802,193768,205022,207802,469300,706825,707374,1109807,1134609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
