0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
110606,111403,111911,112766,123053,124511,125273,125843,126795,127318,127833,128443,129721,131465,132397,133535,134455,135634,138438,143709,147262,150261,152864,156381,161265,162302,166328,187763,192429,193784,198161,200707,206365,215126,241604,358172,369610,370223,387270,396186,612608,774201,792023,1000009,1104891,1108082,1123687,1200702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24365,110594,111470,111979,112685,113200,113806,114326,119936,123233,124365,125011,126263,127157,127811,128778,129497,130254,131371,132219,132861,133386,134620,135789,136843,137727,138336,139896,141152,142121,143510,147085,147601,149602,151665,156183,161001,165735,167872,185045,200837,206958,452693,711061,726459,833712,905240,910518,1013569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6090,110578,111407,112062,112666,120444,122625,124090,125221,126787,127390,128451,130445,131053,132466,133606,134507,136481,137292,138044,143595,144953,145713,148005,148868,149673,151127,196417,197995,204397,209015,213204,217074,387787,763201,772278,856451,934024,968166,1009269,1009882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54318,108542,110567,111454,111963,112616,113225,113916,122115,122644,123337,124667,128068,129333,130242,132275,132855,134386,134947,135536,136922,139105,142834,143777,148295,153832,159898,162464,166384,169798,175297,177532,181945,209667,307918,505019,528463,906872,907421,912799,942142,1050787,1236590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110596,111369,111894,112671,113365,115270,119847,120800,124882,126117,126712,127756,129548,131502,132680,134113,136687,138184,138686,139914,140551,141073,141825,144051,144846,146950,147471,149200,153943,158184,178177,198431,199668,201760,218728,221737,280324,280989,345281,394042,790576,884673,1043304,1073289,1218564,1240811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110564,111366,111892,112539,113143,113969,120119,123102,124452,127488,128753,129478,130150,130975,131888,133452,135125,136073,138387,139803,141202,144772,146698,148315,150869,152093,155222,158033,163224,167746,169455,198946,205031,921416,937673,950622,964355,1136375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110627,111440,111995,112769,113339,115663,119047,120797,122110,123265,124257,128858,130685,135642,137582,138884,141034,161124,162340,166294,168758,171012,171819,174116,176075,176604,180891,191390,200357,200943,208361,219223,392339,416185,417089,430710,443432,452540,509360,552517,742125,845750,1025161,1210885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111512,112045,112835,119825,121694,122381,123737,125816,127135,128040,128724,130379,131841,132969,133580,134802,136163,138177,139931,141209,142217,144965,147214,149739,152223,157263,164124,192497,200165,243938,314483,420512,481321,481879,548955,849487,859516,1116212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110622,111400,111900,112454,112960,119810,120882,125131,125784,127511,128190,130231,132312,134487,135183,137387,138791,139897,141104,145736,148068,149790,151825,154912,157670,160212,162283,173023,175251,201830,215294,221541,251406,333854,373374,472067,480630,536446,711963,781799,1046572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110616,111511,112292,112940,113460,120859,121539,122105,123577,125830,126534,127364,129929,130920,131840,133386,134693,135819,136357,136985,138184,139580,140572,141157,142560,144290,146893,147754,151901,189094,197018,199032,270049,294559,355197,467625,486446,496923,628425,798670,916257,952726,960243,1088980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110618,111524,112057,112849,116915,117587,121035,121596,122666,123698,124632,133844,135601,136370,137614,138267,139306,140313,142181,142985,145493,158484,179675,184861,192430,195101,199664,223816,310711,762649,778008,988405,1006633,1009409,1091032,1097555,1142783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111411,112067,112753,113301,113924,114443,115139,115859,116594,119835,120791,121804,123474,124191,125587,126591,127632,128205,128919,129805,131045,132357,133064,133639,135801,136341,137581,140068,143419,149492,150895,151714,157122,161370,166688,167371,176637,188526,195685,196784,201950,218526,346546,1112813,1122204,1182101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110623,111471,112102,112857,113406,113933,114587,115770,117363,119183,119896,121902,122822,123670,128529,131392,133419,135382,137009,139597,140157,141150,142193,145904,146759,148461,150034,151377,154736,156022,157472,158044,158825,163073,166220,167750,168910,175456,185622,339932,429889,435901,852164,923850,961030,1002287,1151722,1184553,1190331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21140,21669,110617,111461,112051,112846,113412,114302,115219,117405,119929,121459,122116,127916,129695,131294,133531,137594,138197,138704,140715,142281,142980,143657,147362,148269,150810,152897,189673,575102,666687,667560,1026534,1039513,1095180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110615,111380,111907,112412,113197,113902,114617,115205,119753,120805,123974,124797,127043,127577,129535,131842,133160,135511,136424,137019,137770,140335,143848,145282,146337,147065,148983,150564,151177,154035,157958,158659,165190,189403,204444,208418,209559,274175,431226,629057,922818,933599,1029604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90068,110623,111518,112070,112594,113453,116991,117527,120235,121469,122468,124158,129216,131210,132485,132995,134529,135793,136525,137232,138351,139888,140739,141311,142632,144867,149026,162212,164552,165167,171906,178814,188340,191349,204536,205500,209375,214647,339402,539166,767172,940331,1160680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111509,112061,112588,113463,114098,115196,115762,122717,123595,128149,128848,130079,131127,132172,133581,134161,135342,137682,138557,139853,140457,142039,143064,143765,144603,146624,150540,151059,152018,155739,200466,251100,940368,971568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4844,75383,110669,111408,112109,112730,113399,119862,120666,121676,123755,124300,124975,127423,127966,131783,132636,134063,134989,135771,137216,139043,140187,142117,143192,143716,144516,146282,157183,159789,162825,164583,166803,168834,172991,210752,246378,435003,798380,805077,920476,924619,932363,974725,984836,1014660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110592,111409,111967,112497,113142,118889,120289,121229,122183,126471,127684,130295,134004,134967,135685,137464,139542,140463,142616,144156,148422,153300,168036,170113,191343,195237,197260,200819,213378,380173,652545,690059,751797,845021,1103303,1131307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55721,110615,111456,111974,112632,113137,117967,121302,122434,122965,124725,129192,134220,135618,137085,138536,139785,141651,143601,145671,147864,149102,149997,150729,151693,153694,155274,157203,157898,159172,160270,162598,163610,194547,214978,678169,868149,1051474,1112498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110640,111422,111977,112636,113156,113932,117193,118043,119828,124092,125631,127213,129649,133013,141198,143520,145472,147170,151281,154154,156785,158688,159873,162736,166180,167148,172870,174680,189814,201186,203135,241635,396413,431181,1127321,1180880,1208133,1216025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110676,111512,112291,112940,113714,116755,121052,122079,122724,123248,124292,126698,127288,128733,130952,131502,132232,133349,134136,134638,135219,135940,137024,138649,139760,140414,142172,145947,152432,165608,195465,196816,201487,205711,206706,207418,210972,291605,427475,446680,451901,452467,473834,653855,871748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110619,111458,111973,112497,113189,113843,118560,122671,123385,124101,126728,129959,131148,133205,134656,135405,138145,139082,140998,142408,146271,147870,154087,156920,161677,162757,164327,165743,174984,176329,187049,191184,192838,201063,204408,222024,225232,232220,464834,498262,503124,548932,667104,698058,918449,961262,1006059,1229570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110613,111454,111976,112753,113446,115930,116460,118396,122054,122633,123164,128294,131494,132176,133852,134778,136420,137894,138742,139974,141377,142655,147351,148340,151371,165477,166322,173724,177490,181998,203278,209998,210522,363166,457361,554098,683007,822846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110607,111507,112059,112664,113187,113702,119010,119621,120151,120697,123791,126419,127308,129479,130137,131937,133606,134245,136211,137161,137739,139469,140574,141681,144417,146302,147852,155571,161570,164501,166151,167780,169816,177835,180511,192134,197706,199143,204942,334237,334849,414846,516026,807369,992361,1239026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110625,111479,111987,112765,113550,116181,116691,117207,118569,121197,122038,123156,125872,126405,131388,133270,135001,145635,147286,147896,148942,149570,150103,154495,155254,157030,159054,160317,166727,168569,180287,186221,197156,198880,215366,358133,382617,471648,485167,572445,595943,646770,792300,825040,998088,1144941,1225373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110580,111380,111880,112658,113172,120045,120550,121246,123906,126565,128324,129022,130678,131329,132497,133286,135273,136200,136829,140737,141262,143716,144509,147509,160475,166965,173434,206885,264298,291886,426326,558817,724145,992466,1108549,1135113,1209978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18257,110584,111439,111950,112526,113040,113690,119037,121217,125786,128449,129104,130503,132292,132987,133633,134462,135777,137545,138717,139343,139964,142920,145985,149959,155144,158886,160557,174836,215710,235573,269266,269870,434285,463224,537462,1028716,1089558,1161032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110624,111424,111953,112643,113162,113721,115656,116618,118531,122396,123035,123783,127393,127924,128917,130853,131940,135941,137130,138220,139841,143340,144177,145782,148042,149023,150127,154295,162830,165657,178545,190086,196917,202319,208837,510080,537463,677722,839875,964799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36695,110663,111376,111879,112579,114128,119342,121830,123483,124696,126183,126709,127662,128321,128856,129432,133932,134911,135665,137127,137669,138425,140601,141578,143286,146057,149362,153484,158690,160608,161202,164782,168791,171387,180919,185026,186992,191779,193368,196229,196940,198965,204155,205076,215398,217151,450870,490462,569589,583087,626911,1018717,1026503,-1,-1,-1,-1,-1,-1
32575,110619,111373,111982,112759,113410,116093,117218,118458,122262,122939,124735,125346,126133,127852,128642,129704,130762,131406,132258,133858,134417,135159,136762,137573,138432,139468,140297,140806,142918,143667,145076,147621,149835,151662,153064,155540,156317,157054,160436,162465,162991,163921,177878,180777,197076,202187,208792,214638,253213,455921,564103,1082342,1130453,-1,-1,-1,-1,-1
110652,111407,112064,112855,119452,121894,122573,124402,125297,126023,128178,133604,135392,137711,139974,142020,143104,144379,147697,148793,152574,158177,162390,165781,198642,229409,377622,389699,545533,610471,654213,1062552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111456,112060,112586,113148,113921,116004,119603,121203,123022,126054,129581,130114,130840,131661,132302,133349,134114,134939,135811,136618,137290,139709,141634,146190,149743,150806,157496,161065,162394,164604,166584,168914,174277,175368,175948,181491,185391,188222,190946,204398,215542,254077,362501,413744,425468,562523,915882,1040712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111446,111959,112618,113174,117240,117771,121613,123378,123987,124898,125438,126268,127877,128991,129559,130822,132223,134593,136760,137286,138692,140618,141691,144440,147246,150018,150674,157836,161331,170451,178000,191938,194079,197973,201016,207322,355834,422339,425467,472550,502511,657915,787731,1089731,1092441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111362,111887,112627,113141,114398,121024,121843,124051,124748,125395,127005,127645,128894,130511,134206,136506,138312,139678,140658,142487,143368,146028,146913,150248,153791,157260,158369,160582,171701,178284,185875,393705,409274,678591,753839,782364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101521,110604,111427,112299,112858,113429,122308,123067,124770,126239,127280,128191,129709,130502,131406,132446,140134,141226,142063,144214,144988,146626,149637,151380,152809,153560,156855,157496,158823,162516,180872,202289,213081,224805,402065,437947,620468,773059,773621,837894,1107884,1142504,1232765,1241259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110588,111453,111969,112666,113534,122653,124269,125270,125879,127350,128184,129052,129875,130764,131726,133323,134025,134546,135384,136098,136604,139746,140428,145308,156825,174334,191924,201591,204410,306822,438454,439067,538008,834182,972272,1243283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111457,111972,112671,113190,120067,120957,123965,125755,126855,128433,129095,129703,131504,132200,134898,138706,139697,141872,142925,143790,144538,148566,149825,154042,155442,158521,161018,164761,165262,166298,168899,170542,172352,177014,178744,197281,360145,395804,404956,452934,459625,526339,596729,719348,744370,819135,1164769,1190896,1214435,1231008,-1,-1,-1,-1,-1,-1,-1,-1
26637,84885,110617,111513,112066,112939,113807,122809,123395,124752,125428,127565,129230,130055,130812,131312,131833,132704,134089,134612,135294,137328,137981,139387,140334,140853,142172,143058,144196,145323,146652,147396,150952,151866,154412,156995,164447,166054,168674,180368,195324,210609,513511,565025,590387,667588,918522,933734,951593,1094069,1101238,-1,-1,-1,-1,-1,-1,-1,-1
75039,110627,111424,112007,112759,113832,123720,124413,125485,126357,126890,129000,130150,131172,131693,132605,134917,138569,139197,140343,144047,147700,151864,157349,162737,163718,203217,204572,218896,348086,436992,664503,720834,1017572,1054042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
81998,110591,111399,111975,112749,113538,119948,120770,124865,128080,129477,130009,131212,132816,133747,135215,136001,137018,138769,139717,141186,141694,143710,144670,145705,148208,149375,151876,152629,155317,155952,156643,164430,167863,172149,175428,182080,188270,191464,225356,459410,474911,527317,595072,693866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59600,110633,111447,112042,112651,113428,118046,120086,122016,123248,124067,124603,125483,126690,127313,129030,129649,131654,132628,133406,135260,137596,139501,150702,151265,169727,175542,185159,206212,212677,228720,405709,423921,424663,465520,467156,490900,496036,910040,1136108,1185302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110586,111408,111985,112759,119594,120418,121463,121991,125978,128206,128710,129281,131521,133892,135024,135582,137202,140058,143772,145022,148070,150722,153680,156603,175082,183163,192213,214102,226724,285935,377853,437986,832483,942098,1030704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
51532,110588,111398,111974,112549,113801,119914,124006,124851,126232,126845,128223,131782,133742,134992,136499,140384,141947,143478,144916,148226,149019,152572,157718,160348,161129,162579,164276,165540,167580,169248,170948,173840,174372,175743,176639,178967,179817,180387,181090,184747,190807,192804,195872,200882,211556,274019,400637,677538,749584,750280,852644,1065812,-1,-1,-1,-1,-1,-1
1489,110584,111394,111952,112612,113345,114733,120704,121725,122614,123286,124481,125459,126393,127050,127604,128521,129160,129794,130513,131160,132269,132946,134719,135886,136605,137295,138464,140662,141745,144723,148901,156282,159964,161796,167219,170056,178264,180248,181087,186165,192107,201478,204171,212434,216577,295192,389052,581625,599404,604271,702809,801603,894569,940544,969627,996585,1031997,1175272
110590,111429,111984,112754,118210,118720,121438,124588,125180,126078,127487,130961,133913,135711,137945,140544,143793,147423,150873,151972,158319,159095,159627,164780,166699,168295,172977,177104,179949,184824,318783,340932,366388,367051,478017,760968,1007935,1111659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1690,41600,110602,111527,112061,112847,116694,117620,120893,122847,125862,126685,129830,131598,133382,134929,135909,137157,138018,142091,144792,146040,148482,150543,151726,152578,153608,155718,156772,160679,161930,162710,168978,182172,183992,194887,195537,197581,210242,409323,442215,495511,568273,1195232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111468,111984,112680,113241,116632,117662,118586,121399,123787,124344,124878,125784,129312,129973,130715,131845,136438,138047,139052,140830,142281,143664,144236,146569,147605,149463,150919,152128,154760,155281,156933,158087,161421,163850,166040,169715,175205,190948,212979,436137,449527,504941,798044,917076,1055032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110593,111515,112045,112550,113244,119047,120516,123381,125141,126095,127458,128244,129307,130097,130749,133003,134117,135770,137659,143377,145849,146860,150249,151334,153222,155430,156335,158216,165111,166557,168163,170571,185566,186322,209485,281979,313905,390865,477011,874507,1054533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110588,111511,112065,112759,113411,117899,118873,122422,123432,124002,126631,130175,131703,133216,133868,136134,137091,139943,142175,142985,143914,146370,148103,153458,154458,159315,161974,167254,169591,179237,193913,199134,205538,211954,226648,480801,551273,552309,668271,982439,984999,1137318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111459,112289,112849,113415,120950,121828,125913,126626,131037,132995,133781,134827,137582,139077,140785,141917,143926,145866,146580,148553,149257,151277,154047,154994,159537,164155,170332,175903,204732,219100,393587,530335,742425,819065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111389,111911,112439,118542,119674,122235,125588,126668,128187,128788,133341,136543,138014,138671,140792,141792,144424,146275,147331,148994,149971,150996,155887,162368,174495,178937,179685,193137,196278,202008,216051,222070,347953,365290,625772,645928,759670,925251,1025262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110616,111512,112092,112795,116268,117587,119405,122368,124928,125966,128168,130156,130983,132502,133295,134271,135860,136457,137811,138593,140160,140689,141208,144620,148643,150856,161421,166370,179187,189260,241328,296510,323160,329128,392688,393303,397715,439025,501213,733696,859749,956767,1209679,1246244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
