E,vpp,vp,Number of DPs
0.10676018629432106,0.061559502,0.030219689,13
0.10869913873778389,0.0519129894,0.0227008201,14
0.10312184079310695,0.037973646099999994,0.0166003816,16
0.0944842834437948,0.022280032800000002,0.0109760473,21
0.09952874249234929,0.0182993384,0.0079791676,25
0.1239141181701133,0.025223572700000002,0.0115805594,21
0.11544184925187978,0.0461898763,0.0221042093,21
0.09514615548718969,0.0212349771,0.0113237407,13
0.10634137711371996,0.022617847599999998,0.0123095298,13
0.0960935407503695,0.033096061999999996,0.0131827146,15
0.10923775271343195,0.0399807841,0.0218059048,15
0.09916315556261453,0.026736829400000002,0.012058638,17
0.10679702339573215,0.0471282546,0.0206205864,27
0.10154221950331227,0.0540268049,0.0235384442,18
0.08825580745050592,0.0148658664,0.006167606,21
0.15828761226305077,0.062679626,0.031339813,20
0.10350471926462804,0.025792525099999998,0.0111637227,21
0.13405694572590118,0.062679626,0.031339813,21
0.09923852730440949,0.0479283444,0.0181630272,18
0.08255608059992689,0.0127145141,0.0049980921,9
0.08453851886632271,0.0152155356,0.005974004,15
0.08671221084464543,0.019251544500000002,0.0074200924,13
0.0975603444531463,0.047819689,0.0211362001,19
0.0956679849406562,0.0212053433,0.0086488724,29
0.10129466852347684,0.0368219111,0.016959928,13
0.10013394229233284,0.0243958254,0.0117346505,11
0.09587780827272742,0.023356695599999998,0.0100673027,21
0.1037510758984507,0.0263180165,0.0124221351,23
0.08978702570651687,0.0264088903,0.0104742628,14
0.11844295926743195,0.0605045687,0.0291647557,17
0.09079528589428079,0.025988102899999997,0.0104248738,12
0.09184598284218844,0.020517858700000002,0.0085224379,16
0.1018046459075612,0.0579146501,0.0274499953,17
0.08878583576852044,0.0226237746,0.0109464144,22
0.09581383673481286,0.026776338900000002,0.009391672,17
0.09683381097762343,0.020004221200000002,0.0068491641,16
0.11204222720564466,0.0548130646,0.0234732516,14
0.12314397644095293,0.0575511511,0.0262113381,18
0.12555806515992196,0.062679626,0.031339813,26
0.09657299545025384,0.035328411500000004,0.0135462126,11
0.08540113112401955,0.0198679096,0.0071573467,16
0.09012250923118184,0.0234949831,0.0088503761,18
0.09676270726445742,0.0324559882,0.0129614547,11
0.11448295316923429,0.049544326900000005,0.0204961281,16
0.09872045223357503,0.0350301051,0.0136489393,16
0.08696467496988534,0.016280346100000002,0.0060253679,18
0.0889584150494838,0.0227363799,0.0096465154,17
0.08985085282202862,0.0353837256,0.0180030093,19
0.11662890677758443,0.0514625665,0.0238446519,24
0.10101825902019823,0.0508699082,0.0210769344,12
0.09709737421287129,0.015239242,0.0062327986,21
0.10785976183578193,0.042130162,0.0149745205,18
0.10291276437977634,0.016663599299999998,0.0067424853,23
0.09601498422480813,0.020808261800000002,0.0077361772,20
0.10728445686071302,0.028115748500000003,0.010924683,16
0.1160409979743195,0.0307451794,0.0157765858,22
0.09108478182366976,0.030970391800000004,0.011331643,15
0.09324802994496088,0.036335931200000005,0.0131906169,15
