0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
104122,111409,112011,112960,113644,114203,115103,115649,116922,127934,-1,-1,-1,-1,-1,-1,-1,-1,-1
102930,111544,112210,113270,113777,114450,115323,118142,124350,313278,-1,-1,-1,-1,-1,-1,-1,-1,-1
103617,111394,112260,112768,113614,114194,114893,115556,116145,138072,226263,522375,1102629,-1,-1,-1,-1,-1,-1
102025,111411,112277,113040,113574,114204,114804,115371,115991,219812,365440,865610,-1,-1,-1,-1,-1,-1,-1
105233,111409,112155,112851,113432,114308,115369,116227,116907,200638,409189,-1,-1,-1,-1,-1,-1,-1,-1
104387,111397,112179,113029,113617,114184,114972,116521,688724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103152,111688,112208,112748,113328,114493,115004,116142,120451,122136,126474,206450,1105710,1107712,-1,-1,-1,-1,-1
103630,111399,112166,112825,113624,114192,114886,115656,118090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104420,111676,112238,113151,114108,115252,119125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103656,111700,112248,113170,113731,114574,115380,119780,205374,357900,-1,-1,-1,-1,-1,-1,-1,-1,-1
103782,111676,112252,113205,113806,114339,114932,115854,255944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103198,111405,112175,112745,113256,113809,114498,115758,117481,206562,420808,-1,-1,-1,-1,-1,-1,-1,-1
105122,111392,112139,112844,113619,114489,117298,119170,219087,980855,-1,-1,-1,-1,-1,-1,-1,-1,-1
104641,111681,112240,112741,113516,114101,115083,202014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103911,111400,112168,113267,113799,114516,116545,117752,121982,865231,-1,-1,-1,-1,-1,-1,-1,-1,-1
104804,111385,112242,112953,113609,114263,115049,115616,119218,835666,1047204,-1,-1,-1,-1,-1,-1,-1,-1
104183,111677,112180,112847,113361,114274,114870,115683,117580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107741,111393,111974,112546,113351,114119,115254,116319,118608,120642,379359,-1,-1,-1,-1,-1,-1,-1,-1
104119,111395,112178,113182,114100,115001,303740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104145,111404,112079,112758,113812,114320,114985,115727,119178,194077,204315,-1,-1,-1,-1,-1,-1,-1,-1
104542,111379,112241,113039,113622,114328,114891,115519,116032,118182,-1,-1,-1,-1,-1,-1,-1,-1,-1
105286,111408,111997,112915,113629,114134,114926,116329,117126,118448,212085,414095,1246970,-1,-1,-1,-1,-1,-1
104799,111691,112249,113022,113627,114305,115004,116656,162447,1046245,1082229,1082980,1179065,-1,-1,-1,-1,-1,-1
104388,111417,112175,113028,113544,114121,114911,115560,117482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105714,111399,112161,112881,113431,113996,114502,115172,116172,220381,231257,-1,-1,-1,-1,-1,-1,-1,-1
104689,111406,112170,112859,113389,114343,114984,116577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103764,111764,112444,113175,114087,114649,118081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102694,111388,112239,112881,113449,114309,114976,116232,118391,198707,-1,-1,-1,-1,-1,-1,-1,-1,-1
104296,111673,112188,113058,113610,114193,114823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106111,111390,111970,112556,113129,113631,114207,114968,116050,117633,119253,380462,-1,-1,-1,-1,-1,-1,-1
105022,111401,111969,112469,112983,113523,114204,114907,115409,117301,-1,-1,-1,-1,-1,-1,-1,-1,-1
104606,111403,112175,113040,113628,114200,114980,116859,1232260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104846,111680,112239,113103,113813,114379,114953,117465,118073,119264,213651,223220,-1,-1,-1,-1,-1,-1,-1
105347,111397,112065,112568,113312,113816,114405,114957,117821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103954,111493,112151,112938,113813,114497,115951,316587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101870,111394,112053,112901,113419,113923,114476,115363,116828,117641,-1,-1,-1,-1,-1,-1,-1,-1,-1
103417,111395,112132,113109,113623,114517,115114,116056,116812,171486,184720,187432,531807,-1,-1,-1,-1,-1,-1
104630,111409,112169,112753,113526,114076,114952,116462,118164,812443,-1,-1,-1,-1,-1,-1,-1,-1,-1
104503,111393,112259,112875,113425,113927,114488,115742,116826,118183,-1,-1,-1,-1,-1,-1,-1,-1,-1
105143,111669,112255,113244,113933,114973,117360,146801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105280,108250,111391,111891,112456,113103,113627,114194,114964,120581,186787,366354,1233196,-1,-1,-1,-1,-1,-1
102645,111685,112208,112906,113469,114225,114962,231843,440916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111686,112209,112779,113330,113834,114481,118091,150910,202427,285375,-1,-1,-1,-1,-1,-1,-1,-1,-1
105597,111392,112083,113078,113590,114126,114683,117292,202612,217658,397968,-1,-1,-1,-1,-1,-1,-1,-1
105249,111396,112214,113154,113991,115279,116097,146338,674518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102963,111509,112078,112930,113468,114104,115055,185637,320118,1128355,-1,-1,-1,-1,-1,-1,-1,-1,-1
103931,111759,112283,112995,113755,114308,114929,116044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102616,111407,112058,113041,113630,114191,116146,121604,436671,760217,-1,-1,-1,-1,-1,-1,-1,-1,-1
103470,111393,112150,112673,113247,114089,114784,115720,118355,246220,474095,-1,-1,-1,-1,-1,-1,-1,-1
104630,111408,111986,113041,113650,114202,115194,453343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105987,111396,112241,112744,113617,114304,114964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103069,111684,112218,112747,113333,114099,114797,115669,118397,127913,268075,401948,833427,-1,-1,-1,-1,-1,-1
104631,111718,112286,113194,114116,229435,243876,326653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104996,111403,112054,112559,113494,114491,116017,116721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103545,111364,112213,113208,114454,115409,116753,117608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105359,111296,111884,112835,113625,114204,114887,124014,248368,389027,-1,-1,-1,-1,-1,-1,-1,-1,-1
104009,111401,112067,112568,113131,113722,114292,114948,645931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105237,111394,112051,112553,113121,113632,114396,114974,115695,121563,393072,-1,-1,-1,-1,-1,-1,-1,-1
105188,111371,112014,112632,113149,113679,114246,114941,115703,215252,652646,-1,-1,-1,-1,-1,-1,-1,-1
103949,111403,112207,113077,113625,114610,115573,117781,466794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106216,111474,112259,113256,114090,114874,116127,116906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104492,111480,112056,112568,113497,114212,114864,115465,116123,118032,-1,-1,-1,-1,-1,-1,-1,-1,-1
105162,111506,112439,113027,113724,114388,115253,163732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104530,111465,112254,112831,113703,114208,114875,115489,116144,156339,1112119,1240569,1243421,-1,-1,-1,-1,-1,-1
103955,111387,111960,112734,113724,114227,114864,116132,116911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103945,111480,112068,112643,114090,114869,116782,118579,507973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103756,111403,112564,113749,114882,116147,117085,523496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103447,111475,112255,112757,113320,114203,114874,115672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105028,111496,112090,112754,113335,114207,114888,115928,278522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104046,111374,111974,112827,113416,114072,114866,115653,117377,747346,-1,-1,-1,-1,-1,-1,-1,-1,-1
105470,111474,112146,112756,113794,114800,115370,116135,125187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105756,111561,112061,113026,113731,114613,116886,194978,244486,441847,617804,1033673,1113357,-1,-1,-1,-1,-1,-1
111380,112153,112998,113599,114203,115133,116122,117123,164214,179149,273222,-1,-1,-1,-1,-1,-1,-1,-1
105352,111401,112162,112926,113620,114210,114872,116551,117097,117810,119142,203123,563490,1055287,1055849,1098038,1170582,-1,-1
105476,111391,112262,113013,113607,114198,114879,115515,116123,217156,235930,284060,-1,-1,-1,-1,-1,-1,-1
105414,111399,112245,113095,113625,114201,114856,115974,190731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103755,111387,112123,112845,113394,114524,115352,116137,117806,382307,389292,-1,-1,-1,-1,-1,-1,-1,-1
103686,111700,112469,113045,113720,114902,116926,117443,162051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103572,111397,112258,112930,113611,114209,114869,115654,116391,117184,117700,212798,635637,-1,-1,-1,-1,-1,-1
104792,111396,112261,113035,113608,114209,114875,115485,116133,119175,236924,1209572,-1,-1,-1,-1,-1,-1,-1
104083,111389,112268,113248,114202,115336,116140,168143,422231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103955,111393,111967,112865,113641,114209,114885,115663,118046,120403,126687,420712,-1,-1,-1,-1,-1,-1,-1
104406,111682,112262,113048,114058,114886,116610,118049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104919,111687,112256,112866,113439,114081,114948,118970,274883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103261,111697,112457,113026,113634,114247,114897,115657,185090,308836,623859,-1,-1,-1,-1,-1,-1,-1,-1
104879,111673,112450,113162,113715,114664,115348,116122,117058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102447,111396,111902,112462,112979,113635,114221,114889,117325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103996,111393,112081,112962,113701,114212,114884,115386,116509,117703,384954,421609,1108349,-1,-1,-1,-1,-1,-1
104768,111463,112426,113023,113968,115062,117177,227300,337718,1169891,-1,-1,-1,-1,-1,-1,-1,-1,-1
105088,111289,111863,112836,113628,114209,114890,115648,118072,124288,1188796,1210704,-1,-1,-1,-1,-1,-1,-1
104780,111427,112277,113112,113634,114223,114754,169794,211968,498911,834750,-1,-1,-1,-1,-1,-1,-1,-1
102500,111476,112044,112547,113106,113614,114451,136279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104398,111389,111890,112440,112941,113609,114212,114720,115664,116258,117919,118570,129296,-1,-1,-1,-1,-1,-1
103494,111407,112162,112940,113598,114190,114878,115653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103332,111392,112001,112577,113224,113727,114244,114877,115682,144367,-1,-1,-1,-1,-1,-1,-1,-1,-1
103403,111390,112053,112930,113714,114607,115278,237888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103222,111391,111958,112460,113217,113935,114714,115654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105116,111682,112266,112941,113495,114097,114874,115637,116138,335112,433118,-1,-1,-1,-1,-1,-1,-1,-1
103401,111413,111984,112594,113624,114296,114890,115651,116454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104554,111384,112275,112853,113434,114104,114890,115780,117023,123866,-1,-1,-1,-1,-1,-1,-1,-1,-1
104052,107882,111405,111969,112472,113118,113735,114464,114998,116141,116741,117425,146774,252407,441065,996569,-1,-1,-1
104603,111401,111973,112743,113627,114384,114887,116130,116774,118783,211926,1146038,-1,-1,-1,-1,-1,-1,-1
103250,111397,111966,112468,113078,113900,114867,116127,116998,490709,-1,-1,-1,-1,-1,-1,-1,-1,-1
104031,111684,112265,112912,113628,114209,114875,116128,117574,124379,662257,-1,-1,-1,-1,-1,-1,-1,-1
104815,111735,112321,113241,113772,114439,116126,117077,214091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103368,111397,111898,112637,113632,114330,114900,117074,117762,421386,-1,-1,-1,-1,-1,-1,-1,-1,-1
104574,111678,112256,112800,113482,114199,114882,116131,116911,123173,190241,219813,-1,-1,-1,-1,-1,-1,-1
104517,111682,112448,113138,113716,114275,114882,115663,118382,120378,127723,303275,-1,-1,-1,-1,-1,-1,-1
111463,112018,112520,113297,113802,114356,114944,116198,116863,408989,-1,-1,-1,-1,-1,-1,-1,-1,-1
105379,111393,112353,113329,114209,114881,115661,118690,124816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103852,111391,112264,113041,113804,114374,115362,116123,117210,124068,219909,-1,-1,-1,-1,-1,-1,-1,-1
103911,111382,112152,112668,113270,114436,114960,116143,159526,507501,-1,-1,-1,-1,-1,-1,-1,-1,-1
104787,111403,112259,112928,113606,114201,114879,115565,116118,116914,118802,124372,-1,-1,-1,-1,-1,-1,-1
103350,111403,111977,112635,113517,114225,114982,115516,116284,166900,199334,-1,-1,-1,-1,-1,-1,-1,-1
103393,111395,112150,112736,113312,114199,114717,115312,116136,118925,119633,184475,214770,215312,286073,1124116,-1,-1,-1
103722,111414,111973,112671,113432,114094,114877,115560,116145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103202,111404,112259,112770,113416,114202,114888,115675,116343,117237,-1,-1,-1,-1,-1,-1,-1,-1,-1
105078,111394,112067,112568,113306,113900,114870,115649,117331,118026,-1,-1,-1,-1,-1,-1,-1,-1,-1
102669,111410,112074,112653,113153,113973,114882,115673,117744,120039,-1,-1,-1,-1,-1,-1,-1,-1,-1
102137,111471,112075,112660,113168,113706,114566,115656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102900,111493,112466,113068,113706,114425,115078,117606,203510,214420,1245680,-1,-1,-1,-1,-1,-1,-1,-1
103617,111746,112332,113180,113698,114272,114937,115443,116708,119692,-1,-1,-1,-1,-1,-1,-1,-1,-1
105538,111379,111958,112462,113013,113604,114197,114980,115656,118018,121188,-1,-1,-1,-1,-1,-1,-1,-1
101957,111469,112443,113140,113802,114534,116125,117240,118050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105113,111398,111979,112481,113025,113728,114233,114887,115626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111384,111889,112828,113360,113958,114500,121358,125732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105298,111393,112107,112774,113302,113834,114850,121785,195236,203051,292896,-1,-1,-1,-1,-1,-1,-1,-1
104071,111676,112259,112890,114013,114876,115656,116429,117304,136872,-1,-1,-1,-1,-1,-1,-1,-1,-1
104083,111294,111875,112575,113223,113832,114405,115255,116137,117576,187533,458506,-1,-1,-1,-1,-1,-1,-1
105773,111689,112266,112858,113673,114404,115667,116587,117481,121178,122015,260316,643170,-1,-1,-1,-1,-1,-1
105592,111404,112161,112751,113329,113918,114499,115267,116133,117779,221284,-1,-1,-1,-1,-1,-1,-1,-1
105237,111687,112547,113392,114094,115040,117647,172095,198917,203090,249634,358753,-1,-1,-1,-1,-1,-1,-1
105411,111695,112446,113148,113912,115000,115670,118973,177963,237662,439873,828488,-1,-1,-1,-1,-1,-1,-1
105454,111698,112237,112770,113290,113927,114882,115551,116150,117317,479704,-1,-1,-1,-1,-1,-1,-1,-1
103822,111306,111886,112487,113044,113615,114216,114884,116151,116679,118070,1002695,-1,-1,-1,-1,-1,-1,-1
105363,111682,112262,113034,113543,114265,114794,115366,116131,116914,117418,120055,160553,243436,327412,-1,-1,-1,-1
105905,111684,112359,112963,113625,114210,114894,115478,118017,122163,202812,-1,-1,-1,-1,-1,-1,-1,-1
104631,111401,111981,112552,113066,113715,114220,114862,115388,116136,118431,461576,-1,-1,-1,-1,-1,-1,-1
104587,111398,111975,112858,113729,114563,116120,399409,531793,1228052,-1,-1,-1,-1,-1,-1,-1,-1,-1
104732,111407,111985,112485,112986,113639,114533,115367,116151,117252,118033,118824,124036,669370,-1,-1,-1,-1,-1
103511,111486,112145,112649,113216,113717,114238,114824,115637,163750,713254,-1,-1,-1,-1,-1,-1,-1,-1
104538,111740,112397,113222,114092,114865,116276,119155,402389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104804,111456,112426,113020,113601,114481,116262,425512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104061,111679,112549,113049,113606,114210,115342,116131,116814,123419,406663,519728,-1,-1,-1,-1,-1,-1,-1
105043,111503,112172,112699,113728,114402,115792,116428,681464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111674,112381,112931,113543,114402,115356,116130,238785,508709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105642,111400,111976,112577,113512,114197,114878,115553,116135,117745,755793,-1,-1,-1,-1,-1,-1,-1,-1
104749,111400,111970,112483,113025,113561,114554,115161,116120,185823,458557,-1,-1,-1,-1,-1,-1,-1,-1
104108,111690,112510,113416,114044,114873,115902,118425,490343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104296,111410,111973,112490,113265,114208,115004,116355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103520,111394,112372,112943,113611,114477,115077,115645,144830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104965,111410,112403,112952,113745,114881,116147,116866,144728,1088573,1104101,-1,-1,-1,-1,-1,-1,-1,-1
104305,111484,112285,113276,114171,114811,115565,116670,209321,212854,381902,-1,-1,-1,-1,-1,-1,-1,-1
105634,111402,111971,112537,113238,113907,114491,114993,116011,172949,-1,-1,-1,-1,-1,-1,-1,-1,-1
103007,111396,111956,112650,113322,113998,114499,115001,115648,117341,121140,-1,-1,-1,-1,-1,-1,-1,-1
104167,111394,112252,113035,113567,114209,114869,115435,116138,895147,-1,-1,-1,-1,-1,-1,-1,-1,-1
105812,111388,112437,113137,114060,114681,115993,117530,163247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103747,111396,111900,112402,113105,113731,114686,115670,121632,976866,-1,-1,-1,-1,-1,-1,-1,-1,-1
105101,111682,112456,113279,114094,114770,115368,116093,117395,236736,1099088,-1,-1,-1,-1,-1,-1,-1,-1
104885,111400,112251,112841,113617,114185,114686,115361,116128,118810,119655,420272,725765,797632,-1,-1,-1,-1,-1
