0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
105409,111493,112093,112777,278526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104416,111383,111966,112547,113147,114283,354363,464307,624972,747335,-1,-1,-1,-1,-1
105529,111445,112134,112676,113273,113924,184404,200424,312067,455007,-1,-1,-1,-1,-1
105886,111442,112049,112591,113272,116939,163965,195073,244804,403665,-1,-1,-1,-1,-1
103959,111383,112141,112727,113280,116582,179242,273213,351401,554899,-1,-1,-1,-1,-1
111391,112157,112944,113891,114580,160349,203180,225884,319310,454635,563584,1055373,1055990,1098128,1170787
111384,112188,112763,113454,217249,284051,287818,-1,-1,-1,-1,-1,-1,-1,-1
105795,111390,112233,112775,113329,158103,190816,-1,-1,-1,-1,-1,-1,-1,-1
111427,112116,112649,113414,163596,571190,-1,-1,-1,-1,-1,-1,-1,-1,-1
111416,111953,112492,113102,164800,167582,172244,210667,340822,572979,-1,-1,-1,-1,-1
111388,112295,112987,132608,406839,635730,-1,-1,-1,-1,-1,-1,-1,-1,-1
111390,111904,112484,113064,178802,248614,535182,-1,-1,-1,-1,-1,-1,-1,-1
104306,111390,111988,112558,113241,168236,173121,231091,422324,535852,-1,-1,-1,-1,-1
104028,111390,111993,112567,195839,205272,420803,-1,-1,-1,-1,-1,-1,-1,-1
104643,111385,111986,112562,113141,185138,294188,427205,602407,-1,-1,-1,-1,-1,-1
111327,111833,112553,113058,114003,160896,274977,-1,-1,-1,-1,-1,-1,-1,-1
111457,112002,113082,172806,185183,308930,581081,623797,-1,-1,-1,-1,-1,-1,-1
105009,111380,112044,112553,113287,114119,115672,192859,-1,-1,-1,-1,-1,-1,-1
102460,111344,111881,112384,113070,150035,164681,835912,-1,-1,-1,-1,-1,-1,-1
111390,112071,112659,113268,113984,210367,251431,384966,421702,-1,-1,-1,-1,-1,-1
111433,112036,112600,113127,181117,227390,337813,456541,1169881,-1,-1,-1,-1,-1,-1
105326,111334,111855,112547,113172,115209,177416,451731,1210746,-1,-1,-1,-1,-1,-1
104885,111660,112292,113168,114628,184689,199529,834792,-1,-1,-1,-1,-1,-1,-1
111419,111983,112537,113180,160995,217621,277287,580725,787438,-1,-1,-1,-1,-1,-1
111331,111845,112555,204393,271286,388915,-1,-1,-1,-1,-1,-1,-1,-1,-1
111393,112102,112736,113252,114066,182866,255121,451717,-1,-1,-1,-1,-1,-1,-1
103637,111436,111994,112524,113163,113870,163271,185320,585693,-1,-1,-1,-1,-1,-1
103517,111442,112043,112556,237868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103242,111452,111978,112482,113301,150902,159533,254960,565234,874170,-1,-1,-1,-1,-1
111392,111989,112670,113257,113816,143559,335086,-1,-1,-1,-1,-1,-1,-1,-1
103525,111530,112100,112783,113345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111394,112039,112634,199321,278042,474843,-1,-1,-1,-1,-1,-1,-1,-1,-1
104325,111397,111997,112535,113293,184524,252499,679088,996559,-1,-1,-1,-1,-1,-1
57961,104879,111391,111904,112627,113422,161168,176191,180717,192800,439984,-1,-1,-1,-1
111437,111960,112568,113087,280294,490680,-1,-1,-1,-1,-1,-1,-1,-1,-1
104137,111393,112034,112775,113546,132632,-1,-1,-1,-1,-1,-1,-1,-1,-1
104876,111387,111922,113330,214186,410379,632275,-1,-1,-1,-1,-1,-1,-1,-1
103740,111340,111863,112563,214345,304130,421334,547977,782539,-1,-1,-1,-1,-1,-1
104704,111446,111988,112567,113711,161314,166866,277162,-1,-1,-1,-1,-1,-1,-1
104899,111336,111837,112428,113074,114621,303208,385668,-1,-1,-1,-1,-1,-1,-1
103976,111398,111921,112839,113698,409080,-1,-1,-1,-1,-1,-1,-1,-1,-1
105756,111332,111837,112380,112936,113453,171445,486633,-1,-1,-1,-1,-1,-1,-1
111829,112490,113243,114459,280015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111512,112559,113843,159621,182692,257559,507593,-1,-1,-1,-1,-1,-1,-1,-1
104912,111391,112004,112775,113452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111774,112360,112950,232282,794827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111385,112073,112760,176623,286010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103949,111335,111866,112727,113438,161171,199622,692793,-1,-1,-1,-1,-1,-1,-1
111455,112091,112864,370338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111458,111983,112654,113254,402592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111338,111850,112351,112975,113526,182961,186219,343936,-1,-1,-1,-1,-1,-1,-1
111442,112121,112669,114229,182315,231354,423528,-1,-1,-1,-1,-1,-1,-1,-1
111454,112029,112581,113158,131870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111465,112158,112676,113269,113782,115066,186029,209569,447187,-1,-1,-1,-1,-1,-1
105767,111383,111946,112931,113471,157606,271741,-1,-1,-1,-1,-1,-1,-1,-1
102060,111442,111946,112573,113230,113894,114535,-1,-1,-1,-1,-1,-1,-1,-1
105385,111394,111996,112525,113118,113814,114528,160229,167261,193292,200868,-1,-1,-1,-1
111835,112452,113911,202137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111421,112101,112686,113360,176123,195332,203113,292871,325151,-1,-1,-1,-1,-1,-1
104140,111398,111938,112603,113326,114264,115004,119384,136890,212224,-1,-1,-1,-1,-1
111395,111936,112598,113247,114158,115176,203931,288816,458554,-1,-1,-1,-1,-1,-1
111419,111970,112474,113321,114142,115085,260282,-1,-1,-1,-1,-1,-1,-1,-1
105820,111395,112031,112697,113260,113970,114599,166818,320537,-1,-1,-1,-1,-1,-1
111510,112036,112598,113418,114393,172190,199015,203163,210958,249727,358685,-1,-1,-1,-1
105608,111722,112446,113228,114145,115660,198861,237639,288380,439965,715861,-1,-1,-1,-1
111428,112024,112531,113048,113842,230821,265475,479638,-1,-1,-1,-1,-1,-1,-1
111822,112538,113527,131401,178299,1012874,-1,-1,-1,-1,-1,-1,-1,-1,-1
105473,111390,111907,112479,113197,114126,114777,115818,160650,226019,238837,243497,327336,-1,-1
106038,111340,111894,112582,113291,114144,114975,193087,205962,387025,-1,-1,-1,-1,-1
104742,111390,111926,112465,113286,114563,-1,-1,-1,-1,-1,-1,-1,-1,-1
104646,111395,111972,112566,113197,113980,114583,164346,399338,-1,-1,-1,-1,-1,-1
104963,111409,112011,112791,113376,113893,114515,207252,669302,-1,-1,-1,-1,-1,-1
111459,112133,112657,113228,113858,114935,646169,-1,-1,-1,-1,-1,-1,-1,-1
104666,111465,112122,112624,113379,114398,115700,174036,180440,290521,402327,-1,-1,-1,-1
111428,112031,112583,113347,114032,196580,275969,370110,425475,609895,-1,-1,-1,-1,-1
111389,112135,112993,114064,166832,406597,-1,-1,-1,-1,-1,-1,-1,-1,-1
105429,111429,111938,112526,113328,114524,232724,-1,-1,-1,-1,-1,-1,-1,-1
111393,111942,112925,113708,114577,208380,219420,238824,508643,-1,-1,-1,-1,-1,-1
105979,111396,112303,112823,113637,253666,540915,755763,-1,-1,-1,-1,-1,-1,-1
104928,111336,111878,112571,113652,160918,185952,196706,282350,373601,458586,459991,860940,-1,-1
111442,112014,112534,156074,166806,172948,175486,191589,202928,224231,490325,-1,-1,-1,-1
104609,111867,112611,113394,113970,115874,179211,414935,897523,-1,-1,-1,-1,-1,-1
111390,111963,112464,113029,144831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111397,111951,112566,113363,200756,283169,302993,-1,-1,-1,-1,-1,-1,-1,-1
104536,111456,111969,112592,114225,158305,167150,381948,-1,-1,-1,-1,-1,-1,-1
111394,112296,113324,114314,115753,198050,261728,-1,-1,-1,-1,-1,-1,-1,-1
111387,111973,112562,113330,114022,182404,201893,544896,1054658,-1,-1,-1,-1,-1,-1
111332,111848,112546,113329,113918,114690,287320,895203,-1,-1,-1,-1,-1,-1,-1
111316,111817,112524,114145,163303,187027,491017,-1,-1,-1,-1,-1,-1,-1,-1
103822,111395,111990,112604,113161,113724,114320,226920,378113,976859,-1,-1,-1,-1,-1
105231,111339,111842,112480,113037,145003,177071,236830,354552,1099079,-1,-1,-1,-1,-1
104953,111390,111974,112768,113628,114316,725743,-1,-1,-1,-1,-1,-1,-1,-1
