0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
103755,113225,122249,127322,135187,142255,151243,156512,162249,167447,179668,185434,193059,198295,205672,219915,232123,384059,503248,699395,766254,808029,-1,-1,-1,-1,-1,-1,-1,-1,-1
105346,111715,118609,126557,133266,140992,149722,156958,162657,169509,176060,181800,190860,196202,203885,233998,717154,1053328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104585,111599,121672,129204,134616,142333,151786,160030,170067,176336,193854,199497,204818,214230,219596,239255,247724,256703,264071,575961,793505,1051329,-1,-1,-1,-1,-1,-1,-1,-1,-1
104990,111585,119951,125913,130951,140597,149697,155255,163414,169225,174475,181265,188904,195904,203927,249175,391189,474135,694692,883118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111586,116918,126275,134409,140603,148795,154125,159518,171697,177464,183896,188899,197970,204741,213803,223102,442853,547211,600786,767111,838105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106545,111591,119123,124435,132126,137782,145790,152501,162999,171708,176709,184926,194789,203671,208785,227263,735949,816456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111580,117269,129865,135005,143991,150675,156205,162775,167936,175775,181175,186725,196595,205885,224400,390837,451055,464812,572571,650832,750498,1127835,1172116,-1,-1,-1,-1,-1,-1,-1,-1
104358,111594,117209,122210,129003,134175,143575,153487,158582,163983,172376,178285,185012,191837,202799,210586,719259,725136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105732,112038,117986,132167,140490,147355,154197,159215,165574,170589,175895,186937,193753,199167,204459,209519,214552,226349,231352,238844,384858,464990,495132,609721,639925,759193,925514,-1,-1,-1,-1
104059,112610,121461,129350,136905,143357,153709,163137,172809,179168,190561,199236,204335,209374,216155,226048,240946,417746,549761,622210,837259,873270,1197190,-1,-1,-1,-1,-1,-1,-1,-1
104692,111582,118469,124252,131184,136533,144022,149212,155041,161936,173202,180429,186453,191954,197382,204739,225018,538782,779362,853611,1046601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104542,111589,117070,123710,131235,136338,144588,152456,158947,168293,173890,179327,184940,190809,198740,206458,213874,479430,511578,624682,646798,726783,752509,944895,-1,-1,-1,-1,-1,-1,-1
104737,111592,117337,127339,132551,139072,144349,152984,159251,168200,176872,182219,192781,204214,213880,542154,718904,852330,950123,969951,1170108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112172,117377,123440,129203,135496,144294,153341,161107,166888,173322,190374,198982,205331,220415,232904,654435,1051959,1083882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105837,111581,118376,130740,138678,148547,154973,162566,168780,175580,185303,190640,198938,434099,563310,600754,779011,915505,949239,1008913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112039,121914,127541,136646,141840,149889,163349,171019,178321,188412,195638,202541,207998,217538,236733,334431,443159,572612,848440,866753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103620,112829,121060,130023,141078,147676,153901,162313,167745,176440,182653,199671,214102,224092,230991,529661,552118,699501,1043692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104221,112419,121810,130675,136193,148128,154491,159492,164581,174660,179943,185690,191475,197208,207328,218431,239489,475624,603821,645395,991265,996669,1223869,-1,-1,-1,-1,-1,-1,-1,-1
105891,112414,122354,131277,138645,144254,151024,158552,165656,172846,181535,187983,195029,200903,210611,215612,426586,459563,578685,607324,747133,764421,1249381,-1,-1,-1,-1,-1,-1,-1,-1
105440,111588,116803,123440,129737,137704,142845,152102,158391,163476,171850,182894,187968,218684,444128,548153,594977,743832,753376,1142846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104466,111793,117161,123656,129882,135595,146196,156216,164811,173494,178551,192809,197823,212741,397875,491587,597802,620693,777844,1008201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105210,111602,118723,124002,129749,135658,143416,153560,158893,166687,175929,185909,192439,199018,204108,232244,535738,543846,601272,674398,794855,843958,1093279,1111370,-1,-1,-1,-1,-1,-1,-1
105759,111586,118563,128920,140587,146415,151758,160364,165564,170768,176659,184381,192418,201723,213673,220142,233729,241655,386405,536983,547095,601862,862443,870436,875788,1075223,-1,-1,-1,-1,-1
104321,112414,118709,126024,131794,144707,151838,158435,167165,172175,182274,191404,204943,210641,222453,479814,595860,622587,716723,1043399,1151891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105716,112420,117542,126236,132789,140286,149798,160328,165720,173344,182098,188333,197842,220802,555691,595526,1108845,1143712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104424,112338,125247,134904,143234,150672,163466,174770,179928,189486,201121,436318,462477,535955,555472,778306,794844,837110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112409,124760,132899,140093,148926,156750,162874,169468,176058,182674,190437,199812,206895,225126,439744,563060,575546,642335,819756,933552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103349,111585,117181,123813,129044,137290,144601,149853,155853,161430,170124,178042,183120,194527,200037,209856,451232,540439,670577,680063,870486,1000634,1178077,1190883,-1,-1,-1,-1,-1,-1,-1
105249,112418,124974,134556,141538,148605,153852,159448,164780,173069,208316,225151,409833,452951,489888,548310,562800,610322,697887,803607,921836,975102,1139089,-1,-1,-1,-1,-1,-1,-1,-1
105708,111584,119627,124944,132130,138977,147838,153174,159827,168984,175072,184285,196991,203658,213198,402142,492696,519205,608311,636647,756554,899149,917869,930012,1158474,-1,-1,-1,-1,-1,-1
103990,112805,119949,128725,138232,149735,172221,179232,186278,191510,199889,206186,213391,220451,249912,469755,515902,640280,715034,806853,834256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106089,111591,117875,124890,132698,139773,148649,155907,160923,166624,176161,181955,187245,193446,199599,207667,215112,221165,229074,442288,604140,875088,1040479,-1,-1,-1,-1,-1,-1,-1,-1
104384,111401,116497,122296,128294,138598,143854,150494,155912,163365,169692,176370,182692,190515,208616,222332,237801,376955,428175,508212,557548,684864,693584,763058,1146962,-1,-1,-1,-1,-1,-1
103930,112042,121594,129872,135332,140645,158028,173785,180538,185671,192194,199504,535733,671699,784404,828164,973865,981363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105347,111582,121586,126998,132209,141421,146433,156299,165633,170696,176083,183264,191451,198806,222216,508851,550435,571479,610499,854968,882945,1084831,-1,-1,-1,-1,-1,-1,-1,-1,-1
104883,111679,122071,129301,136681,143757,150466,157146,162751,169539,175828,182891,192049,216975,222363,231623,412062,473868,531388,624836,699661,722251,795488,1229590,-1,-1,-1,-1,-1,-1,-1
104326,111590,116614,121687,132636,138055,146820,152936,157948,166871,174200,179301,184301,190838,198259,208575,215337,229781,236420,244782,254726,506967,526760,643533,668842,760927,824447,-1,-1,-1,-1
105688,111796,120810,130596,135597,144910,151308,156496,167420,184268,196611,204586,213247,225592,230808,466590,593856,780786,813818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113217,119016,133144,140576,145930,151075,156087,161210,166468,179343,189212,197157,208851,219654,227762,248506,466651,511013,571219,580240,772230,822757,-1,-1,-1,-1,-1,-1,-1,-1,-1
111594,119352,127520,132805,138240,150124,156664,164842,172113,182266,187274,196578,202743,209301,215728,251652,505463,534291,550734,612212,653350,827561,1005193,-1,-1,-1,-1,-1,-1,-1,-1
101491,112820,118265,128790,135477,142501,147511,156377,165033,175257,183594,195974,203251,219065,230087,235667,398095,461727,502865,542196,579801,656253,782639,816739,-1,-1,-1,-1,-1,-1,-1
111588,120769,127009,134968,142234,151585,159541,164972,170803,180767,190450,202187,209000,241118,250651,258137,264549,448113,546108,697191,803176,916481,1033025,-1,-1,-1,-1,-1,-1,-1,-1
103255,111573,116842,126726,133972,139328,145681,151348,159287,164406,174199,182719,191042,196835,206267,211794,217950,224240,229692,248283,435839,556390,673661,702400,969834,-1,-1,-1,-1,-1,-1
105748,111581,117520,122588,127959,134952,144216,150470,158305,169039,177857,190286,511550,562498,642091,864368,1078551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
109111,114967,122145,132803,137929,146551,152779,160826,166566,176544,183486,193579,202694,239156,460289,488530,564321,572702,634215,754291,821379,918740,1007296,-1,-1,-1,-1,-1,-1,-1,-1
102937,111581,116978,128591,134848,140211,145474,152013,158521,165457,171065,176257,184766,201684,212881,218266,446805,479649,566329,577992,712154,1023502,-1,-1,-1,-1,-1,-1,-1,-1,-1
103827,111134,116135,126173,132488,137707,143081,149284,158680,167117,176191,187211,192956,198322,205175,216089,431527,443423,546663,658285,757053,1104888,-1,-1,-1,-1,-1,-1,-1,-1,-1
103539,111806,117016,123274,128457,133936,141543,149059,156631,163677,169674,175083,181137,189509,195378,217644,530537,538152,672419,798757,806339,918874,-1,-1,-1,-1,-1,-1,-1,-1,-1
104664,111597,116908,126833,134326,141934,149116,159188,164555,170611,177232,186461,195891,207370,218391,527645,719667,741392,782264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103538,111524,131675,137032,142750,151970,169009,175447,184910,193285,198941,204189,764750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105578,111584,125525,133910,142063,147830,154539,160285,165454,171149,179686,186674,195046,207880,212894,219521,227097,564236,652227,686260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105006,112617,122731,128666,135646,142247,147530,152857,162780,170565,176297,182276,190437,197403,204730,209868,215587,226066,451893,526148,573349,774327,969180,-1,-1,-1,-1,-1,-1,-1,-1
104539,111512,117932,134815,140779,151798,160104,167579,175954,187642,193277,198596,205613,210682,221738,508154,718048,726061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105830,111576,118652,129872,139958,148103,157031,165253,171881,179054,185490,191628,203720,208975,731693,1145878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106026,112024,117228,125769,131124,141054,147836,156110,163196,168542,174184,180292,186467,192730,199337,204775,210078,219703,258208,772366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105051,111469,118086,128790,138149,143151,148548,155663,161941,182103,187719,197000,205283,210670,218908,227423,240128,441604,605029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104601,112400,117771,131380,136739,142104,147413,152798,158943,165338,172098,177397,186804,192498,202650,208307,217447,457626,538348,600957,641620,947020,-1,-1,-1,-1,-1,-1,-1,-1,-1
105024,111473,121944,132482,140067,147297,155268,161470,170006,175691,184988,197165,207628,214738,220340,227987,236007,413130,531903,664906,942944,1209223,-1,-1,-1,-1,-1,-1,-1,-1,-1
103556,111467,116691,123171,130135,136804,142784,147797,155407,160753,166529,174967,182827,190992,198347,203745,208904,215203,223686,548469,586649,742788,913514,1189542,-1,-1,-1,-1,-1,-1,-1
105390,111592,116740,126635,134519,143557,153105,160094,166092,171124,177448,186255,191948,203579,209255,216255,222286,237261,429106,475109,511984,652122,825339,945115,-1,-1,-1,-1,-1,-1,-1
105094,112399,119924,125719,131289,136403,144808,150107,155206,163775,174169,184666,191693,212190,222065,412575,425870,514970,526075,634669,663852,968319,1182268,-1,-1,-1,-1,-1,-1,-1,-1
106407,111534,120575,127873,133272,142228,147600,153453,160255,168941,178152,183949,191057,199424,207154,217353,370475,442248,473020,540095,645075,726606,-1,-1,-1,-1,-1,-1,-1,-1,-1
94831,111467,120745,129602,137148,146232,151524,159681,164846,171616,178719,183950,189837,195976,201807,207687,214688,227892,250223,259923,270108,454245,518720,562134,786835,796486,1143258,-1,-1,-1,-1
103975,111486,121010,128662,141872,147214,154668,161518,168452,176223,183119,189558,197297,205618,212733,218930,361564,400154,448996,478958,585560,623857,845531,1030243,-1,-1,-1,-1,-1,-1,-1
105718,112624,119483,128434,135273,144920,153604,162414,170991,179342,185359,194073,201975,208547,407361,429711,529158,542293,710654,781151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105552,113062,121142,130928,137432,145943,154736,163191,169157,174166,179167,186560,192229,203438,209509,217158,222377,233183,403878,486215,598254,726164,-1,-1,-1,-1,-1,-1,-1,-1,-1
104501,111493,120407,131588,136917,142321,149383,155321,161133,177358,184203,192860,198829,205183,411419,419123,495848,539854,565346,816462,910700,920384,-1,-1,-1,-1,-1,-1,-1,-1,-1
105675,111578,119941,128465,135338,145907,152650,160811,168301,175089,182034,188368,194088,200630,206426,220514,227614,237097,384608,408174,482791,529709,619253,656679,735496,860898,-1,-1,-1,-1,-1
105440,111581,119296,128530,134893,140184,145618,153515,158729,167681,174817,181520,186623,191981,197727,205261,212293,222122,377828,455286,460561,497039,617038,635781,768941,-1,-1,-1,-1,-1,-1
105119,111528,121120,126563,136179,141696,151841,162439,170908,182377,192236,197483,204299,231437,445482,544731,616898,809146,881987,972151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104298,112741,118973,132096,139176,149372,155403,165385,170834,177614,182744,189082,200205,209047,218603,223938,231418,429979,564521,587818,876860,914401,-1,-1,-1,-1,-1,-1,-1,-1,-1
105802,112743,118660,129740,134980,142512,147749,157560,162569,167742,173796,182651,190989,249111,329131,437320,516045,525077,632286,696410,901071,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105757,111515,119349,129405,135045,142305,148187,157456,162760,167833,174886,181166,186489,191788,201585,206976,213347,234086,398464,403965,507356,581102,661050,850316,859966,920818,-1,-1,-1,-1,-1
103172,111523,119008,128505,138284,143300,150024,155822,160978,170536,176121,184021,189732,195792,201358,209230,228152,246696,448724,555848,611513,789625,1191783,-1,-1,-1,-1,-1,-1,-1,-1
105419,111504,119750,125703,130838,137842,142902,151965,157391,162666,170607,178275,184408,194524,237816,414336,493584,593638,601004,610059,869133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105251,111583,118316,126700,131703,136711,142345,147683,153578,161850,167164,176453,181888,194134,434081,473952,558293,595001,702062,948304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105472,111574,116723,121723,128054,133881,139235,145970,151001,158934,165558,172424,179585,185476,192274,207350,216956,240899,254139,272436,450539,502597,644468,672411,873305,-1,-1,-1,-1,-1,-1
105397,111585,116925,123255,128585,136400,141740,150484,155825,162560,169320,175824,185565,193347,200814,205988,215491,225267,501906,632871,664729,847961,870442,1140357,-1,-1,-1,-1,-1,-1,-1
111804,117165,129821,138267,146784,153245,158568,167468,173346,182516,188735,195765,205205,211648,217069,425302,462344,560375,579712,672666,838513,1010141,-1,-1,-1,-1,-1,-1,-1,-1,-1
104884,111583,116780,128081,133468,139807,145147,150406,156227,161915,168124,173858,180138,185588,192261,198907,207561,215727,221484,453774,635914,874695,1061383,-1,-1,-1,-1,-1,-1,-1,-1
105805,111489,119004,125028,134704,140792,148533,153886,159067,166975,172711,180507,188310,199574,205610,217890,379334,431736,497315,555863,592894,600676,883898,894406,947398,-1,-1,-1,-1,-1,-1
105484,111805,116809,122179,131932,139979,147062,152631,161671,169879,175258,182065,189615,198551,209630,419777,476038,574212,631327,709200,1030310,1049145,-1,-1,-1,-1,-1,-1,-1,-1,-1
105258,112738,121045,128636,133654,140751,146102,155532,160731,167300,172718,180237,186724,192612,198412,206081,215007,220281,248901,416045,463267,549602,601589,663751,764953,831879,-1,-1,-1,-1,-1
106492,111546,117919,126992,132101,137468,145245,150569,155579,161031,170370,176309,181610,187326,203374,215002,412852,429930,564754,574000,682806,708503,762294,-1,-1,-1,-1,-1,-1,-1,-1
106460,111473,116712,123739,132388,140680,148171,155275,160604,171951,177603,183240,189064,195577,208026,213962,466066,474332,608001,869577,1083011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106116,111583,120608,130022,136324,144105,149388,154714,163478,169237,176446,182199,187232,409289,550057,677359,806415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105085,111585,122006,127300,133342,138679,144047,152880,158230,171357,176672,181985,193761,201831,230297,500725,584394,662542,708167,1213642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106062,111579,118462,123932,129814,138358,145217,150385,155716,161125,166725,173830,180428,190030,201998,207823,214799,221139,262507,486870,519729,632751,756340,898250,-1,-1,-1,-1,-1,-1,-1
104170,111541,120130,132976,139308,147132,155570,162110,168772,177393,185598,194830,204591,213908,218980,235761,422283,466843,501853,568906,608563,652341,815268,931815,-1,-1,-1,-1,-1,-1,-1
105898,112746,131229,139666,144667,153009,159657,168047,176963,182641,190450,195825,200881,702199,720754,1165427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105265,115150,122035,128247,136046,141850,154957,162538,170461,175758,184744,194967,204200,209352,388107,544368,616041,737924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105340,112406,117552,130185,135969,141232,148191,155346,164592,171745,177022,184164,191111,216946,445189,549109,620434,660075,779695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104135,111578,117263,132567,137914,143112,150787,157404,162874,168618,176049,183257,198114,208451,462901,661547,1029104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104960,111584,120388,130304,140009,145292,150512,158412,164135,169592,182930,193190,199018,206499,441048,516929,530787,768998,1100857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106491,111573,117502,124813,130152,137106,144656,151464,159365,164657,170645,181193,194522,207313,212616,251383,436127,567211,777333,834734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105459,111582,116668,121906,136278,145258,152369,158732,163886,170812,175900,183701,210929,222591,386270,528980,632145,869379,878042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
