0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
105814,114394,122982,146344,153585,163880,169942,177775,187818,194649,202576,207964,214360,220644,227882,532054,724019,745477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111549,116623,129415,134716,142661,152611,157936,164019,169380,175329,184447,189454,195997,203743,427879,489537,608104,629532,817247,1175907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106537,111583,121597,132988,142226,150357,155660,164219,170853,178571,184174,426991,465228,570024,680915,834246,1075615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106118,111540,118104,135604,143067,150076,160438,167505,173149,180155,185572,190714,197598,205691,215026,229833,789561,1177154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105376,111572,116761,124271,138007,143205,150965,158820,167134,172979,178645,187884,193637,199334,209564,424467,466265,570933,621378,773101,859740,871227,1157136,-1,-1,-1,-1,-1,-1,-1,-1
111490,116772,124823,134421,140205,147393,152674,160040,167759,174255,183681,190443,197954,204409,211743,472568,686950,803394,809656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104116,114783,123851,135741,145605,153209,158566,164236,172621,179012,188601,208651,233895,522813,687572,731657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114312,120341,126035,135905,145170,151086,159748,165125,171309,180458,186886,399392,451939,506627,579823,628239,655679,873407,1175480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104592,112786,136385,141485,149057,156136,163242,174626,183029,188362,197046,204087,214704,219748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104568,111504,119156,128775,140173,145536,151076,161195,167905,173206,178542,185075,190443,197047,204921,222890,424972,517279,650253,678449,918759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103423,111577,118349,126124,136210,144021,151175,158242,169142,174216,179537,190743,203010,529922,624766,725483,1062192,1195276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111432,122581,128364,136824,148802,156454,162286,167784,173160,179220,186968,194571,202146,226382,232204,554682,868031,979221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106421,111577,118806,127653,133243,138243,143462,151761,163118,169443,174715,179928,188510,194235,200518,219086,427314,469737,590135,775667,1119576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105860,111581,122106,138366,145544,152660,158368,167110,175214,180401,185605,192161,198959,219490,225240,674405,1182173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105003,111568,121092,128175,133377,143331,154389,167268,177273,189895,196553,203449,444153,593430,599652,622384,855424,933784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104424,111572,130588,139708,144968,153509,162407,167548,176422,182921,193115,198169,204767,210441,226426,232645,466991,473274,525188,681442,748831,1008045,1172534,-1,-1,-1,-1,-1,-1,-1,-1
105918,111588,116712,128739,134105,140176,145537,159453,164745,172512,179886,185901,194237,199940,207512,217856,223237,570091,985020,1197661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105880,111470,121428,127223,133826,142957,148884,154744,165428,170431,180787,186260,191358,197616,203061,212784,371279,460314,566840,637737,1103740,1158573,-1,-1,-1,-1,-1,-1,-1,-1,-1
104758,111575,122918,135240,143421,149210,155369,160479,167233,176435,181880,187091,193770,204360,211608,550052,604926,628568,1203726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107248,112406,126439,135970,141162,146534,151844,158041,164774,172434,177801,182972,188237,195910,202952,208527,215673,222677,729770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104624,111547,116775,128615,134005,141170,149675,155730,161042,167838,173221,182734,192333,202077,208219,213563,219870,240569,249340,474472,479488,631452,1196614,-1,-1,-1,-1,-1,-1,-1,-1
105570,111562,124521,136738,142496,151546,159889,167259,176627,186268,192207,197549,205463,211530,216546,224376,434994,596318,660034,1048818,1148523,1156603,-1,-1,-1,-1,-1,-1,-1,-1,-1
105524,111463,116532,134057,147811,156202,161805,167118,176671,186648,195783,218949,264747,676836,788222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103881,111526,120690,125743,137666,145409,151383,156386,164951,172105,178879,188830,236424,244820,252547,446011,498344,609505,710955,1025325,1245076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107867,113058,127074,137165,152679,161750,167245,176228,183669,196535,208275,213501,219124,484465,529323,775142,869895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103189,111554,116556,127104,135380,142026,147345,152391,159118,169067,178007,184653,191005,199385,209931,218769,231865,237199,443342,570456,609999,815507,865917,974707,1214394,-1,-1,-1,-1,-1,-1
105383,111587,125218,130243,136691,144843,153885,160417,167329,172331,178599,183817,193103,203344,209067,358326,445269,624489,701405,1037782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111465,116465,126673,132439,150479,156986,163216,169541,177361,185228,195910,203634,264824,447000,549846,619149,810209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103504,114904,124773,134111,139458,146657,153766,162770,168509,176836,182200,189619,195828,201187,217174,253864,484380,566931,575858,593750,828819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104507,112624,128307,135803,143165,160989,170503,176839,182931,187949,197889,207340,212613,239147,465251,500911,589226,684399,966726,992010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104992,115200,123708,131764,137089,143465,148730,157088,163338,169847,176516,182600,195794,203865,544471,564573,786990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105024,111515,126684,135797,141319,146807,152651,158806,164184,175937,181065,188524,193606,204220,209620,233635,245940,603458,655950,1182615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103997,111591,116622,130743,136129,144945,157858,166795,172045,179017,184322,214960,624362,672595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106052,111581,123145,132720,137740,143200,149877,155354,166821,172182,183736,211743,235387,243970,647499,652764,817522,1045326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105213,111583,120269,126590,134093,141997,148072,157640,163675,171065,176402,182862,188366,196094,206292,211663,219138,528651,820468,895945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105506,113161,126199,135194,145255,153557,160191,170289,175410,185596,190907,196288,204947,211001,216872,647266,695073,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105063,111971,127426,132806,147641,155158,165016,170953,178667,183940,190820,196133,202923,604258,632555,1070811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102959,111582,119493,130939,136301,149464,154751,160400,171788,179990,188489,195715,205595,221742,437483,555770,992367,1015691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104536,111475,117329,124730,131691,137061,148351,156527,161811,171272,177062,187847,199050,515227,530137,698111,786395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105758,111424,126693,132044,139989,146197,155982,161379,172178,179590,191664,198188,204240,209566,214818,224773,507940,725200,788161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104904,112194,117196,127946,133968,145704,155742,163088,175144,180964,190042,198281,245467,620305,777457,1079797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105205,111524,116748,134594,144616,160396,166246,180482,188770,195758,212729,503483,644649,851529,1168182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105174,111580,116583,131204,136978,142288,148142,155089,165659,171051,176288,185215,192337,198318,211289,226754,237019,364750,467219,645323,1117579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104621,111583,116789,130797,137485,145817,154323,160160,171046,176968,182023,192140,207882,214672,407669,538944,592406,640150,747919,753273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106156,111579,124559,131468,139439,144849,152375,159488,165216,170644,180149,187128,192692,199580,207194,212548,441769,650287,1162138,1218680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104800,111554,116860,123011,128872,134791,142484,155937,161297,168723,175794,182684,187894,195274,200521,210154,219162,227373,238322,244125,252676,460603,501672,705458,758736,792596,951235,-1,-1,-1,-1
105675,111591,119363,124619,133489,143014,149534,154646,164177,170839,177408,186742,191760,200837,207106,213254,219196,225329,234167,436292,545947,635397,754043,-1,-1,-1,-1,-1,-1,-1,-1
105204,111523,120095,127082,132424,137440,143997,151538,161427,167698,175531,185504,190540,199466,207789,531922,538922,551545,930156,1005341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105557,111577,117351,127453,132751,142532,147875,164273,169587,180800,186424,192017,198542,209014,215482,238625,400919,492163,525628,628507,813620,855898,967940,-1,-1,-1,-1,-1,-1,-1,-1
105629,111580,118981,128041,133820,139755,144912,152380,160835,165866,171901,178395,187162,193221,198290,428187,444879,565082,662874,672341,830957,1132405,-1,-1,-1,-1,-1,-1,-1,-1,-1
104936,111484,120549,132649,138368,144302,149422,154426,161849,167207,176692,182531,191949,198333,206331,492020,497808,623825,717183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104434,111579,116691,125700,131048,137654,142795,149248,155476,162284,167567,174093,179228,185923,190925,199263,208141,220370,225653,490966,553842,575235,840514,888332,-1,-1,-1,-1,-1,-1,-1
105885,111579,118334,123697,129098,138517,143880,150522,157948,166020,173790,179016,184183,194046,200853,209695,219846,389156,470369,484351,678367,998430,-1,-1,-1,-1,-1,-1,-1,-1,-1
106265,112243,132773,141548,148889,156656,165786,175074,182043,189463,197319,206011,211042,216945,228669,239764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101955,106960,112765,132273,142443,149082,165300,170505,175769,184943,191533,199489,205051,212787,229199,242290,496279,699560,1235049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106032,112220,125269,132892,139469,148409,158226,166250,176346,184245,190190,195756,204729,213178,267648,275606,380896,488821,589055,935411,948926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105761,111576,120689,126790,132080,139631,150009,159049,164376,169938,175747,182812,190202,196160,205178,211079,217200,231964,422364,560158,769455,828079,843168,-1,-1,-1,-1,-1,-1,-1,-1
104837,112285,118390,123667,131868,137167,147699,157920,163692,176803,188274,197141,202159,207839,221273,251441,267228,275853,457658,527617,562406,581246,762568,786399,-1,-1,-1,-1,-1,-1,-1
105620,112269,117309,122633,127982,133384,138493,150738,158127,163971,169221,176405,182221,188443,196497,205533,216768,435539,461661,615448,709618,1016301,-1,-1,-1,-1,-1,-1,-1,-1,-1
105036,112220,119920,129736,135830,141209,149927,155267,163747,169946,176108,185592,192641,199396,205037,212148,224766,472994,517618,541479,628934,713257,789447,824588,-1,-1,-1,-1,-1,-1,-1
104546,111512,119421,129051,136784,146047,154027,163008,169626,179413,187088,192455,198036,211622,232633,432587,560228,566574,719740,782718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104952,112650,121454,130940,136309,144040,149607,155442,161849,169131,176782,184311,190943,195989,201007,206268,213224,221152,228484,236623,245743,385875,515596,526920,608081,725353,816463,-1,-1,-1,-1
104923,112294,118122,123879,132888,139012,165006,171815,179828,186105,192005,201023,209932,229775,241376,441112,553461,599828,606528,891622,1030346,1074203,-1,-1,-1,-1,-1,-1,-1,-1,-1
106655,112265,119930,124944,135245,140617,149311,156988,164878,170925,179839,185208,194144,199429,208098,247235,465634,491874,570009,620044,814712,910745,1149570,-1,-1,-1,-1,-1,-1,-1,-1
104525,112291,117469,125954,131365,136722,142331,147703,152837,157865,163713,170338,175782,184465,193092,200297,208843,216699,225421,237999,307432,433633,531712,611682,741570,845383,1210793,-1,-1,-1,-1
106925,112211,117434,123100,134338,146504,152136,157187,162202,167477,181667,188020,195504,200576,209874,219792,225749,319209,487124,641186,695043,929995,-1,-1,-1,-1,-1,-1,-1,-1,-1
104954,112265,117377,125400,131953,141341,146694,152837,159874,164945,170984,180521,189014,197037,203547,208714,216053,221054,228925,396081,438207,542777,771488,778565,-1,-1,-1,-1,-1,-1,-1
106324,112757,117993,130269,135410,142929,148549,155902,164802,174409,185459,190539,197142,206981,218356,224693,231515,248849,480271,509758,601317,689839,817077,886144,-1,-1,-1,-1,-1,-1,-1
97855,105192,112254,117506,134063,139065,148206,153515,159175,164431,171625,181446,191622,196645,204948,238237,428125,444355,540609,601727,737771,837155,1243181,-1,-1,-1,-1,-1,-1,-1,-1
104674,112258,117297,123754,129576,138977,148671,156568,161947,169813,179664,184971,195051,202437,208516,228627,237533,267576,498309,514302,608183,685362,805167,837021,875149,-1,-1,-1,-1,-1,-1
79955,105856,111448,116761,121824,130945,137842,143270,148647,159485,166160,173042,182952,190752,196335,201666,212373,218725,435958,533289,544420,673326,841514,851939,1163085,-1,-1,-1,-1,-1,-1
105431,112242,117389,132472,138276,143625,148720,154069,160916,175133,184047,200567,206314,220832,237125,546770,596397,764735,920789,927572,984953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105159,112254,128472,134389,139741,145778,152658,158022,164265,172653,178625,185211,201480,208444,214123,222951,237887,435989,449754,576150,621739,897731,1206051,-1,-1,-1,-1,-1,-1,-1,-1
104214,112237,117238,127769,134454,142237,150115,155143,160516,166397,174101,179120,185264,192187,200110,208591,216056,404612,449972,509280,612966,643380,835844,858549,-1,-1,-1,-1,-1,-1,-1
104850,111583,116681,127949,136088,141418,151378,156744,169830,174837,187357,199113,407987,459010,483340,494818,586461,627727,915327,967678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105725,112206,117335,136315,141625,147942,156921,167131,172347,178087,188342,194976,199982,207402,212402,223650,233781,433495,497472,563177,684405,814817,1031958,1186310,-1,-1,-1,-1,-1,-1,-1
106374,112385,117472,122791,132830,141210,146476,152304,157981,163418,168899,176820,185208,190636,197480,203120,208430,217787,224588,489038,558366,622625,855684,866121,-1,-1,-1,-1,-1,-1,-1
105004,112233,121712,127077,138239,144427,149750,158670,164567,169826,176995,182963,191295,197591,203106,209205,235267,460338,635131,773668,778992,792295,1110014,-1,-1,-1,-1,-1,-1,-1,-1
104112,112224,117557,131753,139894,144944,150703,158947,168514,174841,180831,193498,200409,206131,214817,224174,463634,548934,589786,611704,732310,898592,924627,-1,-1,-1,-1,-1,-1,-1,-1
106040,112280,117508,130645,139948,145805,152155,157155,162508,169735,175450,182414,189512,195139,200236,211092,224125,232832,443489,512955,566300,630876,667097,766630,898190,-1,-1,-1,-1,-1,-1
104838,112243,124928,139094,145941,151290,159139,170129,175617,182356,192289,199314,208791,233206,485496,529262,712506,779695,1045766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104954,112252,124367,135882,142042,147295,152636,158328,163624,169874,177752,186694,197694,203007,208115,215270,457537,525078,659257,742851,919920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106603,112216,119520,131293,140220,146759,152080,159889,165198,171831,179633,189042,194578,200505,207018,215108,221624,231788,238248,247964,255013,267084,305387,526963,646305,749720,975139,-1,-1,-1,-1
104657,115535,120642,128401,134740,140123,145694,151029,156631,163253,170094,177167,186114,194565,199671,236917,247478,257335,484198,498316,570935,609675,623299,640854,725031,991195,1008736,1126791,-1,-1,-1
104247,111519,117688,135953,141306,149140,154489,163071,168425,175053,183010,188301,193611,199300,205798,213012,220801,242346,253056,260820,269178,480823,593143,617312,657040,798975,898728,-1,-1,-1,-1
105192,112271,117276,129543,137439,143148,148492,154169,159391,164745,170511,177356,182620,189224,194691,202372,210256,222670,233198,240394,266968,471374,554334,566489,593496,645405,844188,910310,-1,-1,-1
16054,105830,111575,116619,126668,132051,142043,148368,155538,160653,166603,172460,181001,186338,192471,203764,209184,218510,230849,319539,470654,585890,614390,886625,1073964,-1,-1,-1,-1,-1,-1
106881,112275,117519,130263,136122,141541,148277,154872,162655,172797,179515,184624,190326,199291,206756,213021,219834,228129,236513,275403,462661,522761,705088,718045,1035184,-1,-1,-1,-1,-1,-1
102954,112214,138872,148156,154601,159974,167287,176398,185188,191758,196907,210274,383342,579500,813281,971796,1061746,1192265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19279,105060,111580,116935,125084,133186,138961,147191,153530,158637,165085,171805,177927,186051,192887,198346,206999,213103,225258,244080,262537,486805,505988,718201,738332,753068,-1,-1,-1,-1,-1
104670,112252,132039,137885,145888,154184,159242,164549,171048,180299,188388,196190,208020,218220,225832,231429,239041,246710,547628,655390,729092,1046846,-1,-1,-1,-1,-1,-1,-1,-1,-1
104510,112262,134753,142625,150171,156253,162339,167672,173051,178400,183682,190084,198547,204080,211988,222681,354144,618387,648506,1062087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15245,104040,112286,121006,126260,131525,144968,150789,159779,167137,175208,180578,185858,191252,200930,208725,225740,230959,551307,584005,836268,959889,-1,-1,-1,-1,-1,-1,-1,-1,-1
106078,111575,116844,133211,138888,143940,149032,156899,162921,167936,175195,180609,186004,191776,198447,209489,223428,276693,451908,487509,516500,651510,664763,1122258,1211497,-1,-1,-1,-1,-1,-1
106420,112212,121617,128234,135211,145207,151507,159464,166539,176316,182441,187850,194229,201008,206491,213831,444069,595882,808979,986402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104321,112279,118218,131333,139376,145051,151668,161428,170005,177910,192087,201872,224168,241732,547097,1022152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102941,111466,119205,126599,131871,137209,142861,153107,158252,163527,168691,173782,181498,189478,195155,206598,233191,314751,353915,462706,487229,646198,655820,674499,879190,1212580,-1,-1,-1,-1,-1
105991,112212,132680,137720,146794,156457,164862,173355,179948,189103,198426,221346,237082,449239,510099,553113,726687,918400,1153186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103738,112223,117360,126929,132242,154338,160486,165964,172008,177818,185909,193150,213939,219277,228489,437098,583104,780779,884421,1178768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104943,112238,117248,134761,140059,150574,155894,161122,167736,176389,181743,187945,195541,200821,210395,215473,519292,541334,622365,817557,1207636,1216576,-1,-1,-1,-1,-1,-1,-1,-1,-1
104650,112274,120579,127491,133764,139874,149682,156293,162885,170820,176244,182046,188576,197276,202945,211760,220454,230591,531810,662698,931866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104582,112283,118787,124967,130047,135968,144605,150612,156457,165626,170962,179154,188655,195026,200206,208494,220444,231126,371089,582199,880995,907293,977115,-1,-1,-1,-1,-1,-1,-1,-1
105144,113948,119523,129701,136093,141471,153112,160889,166443,171702,178180,183292,193282,201250,213071,222842,452039,505747,538832,760572,938345,1044814,1088975,1123470,-1,-1,-1,-1,-1,-1,-1
105152,112284,124894,131624,137341,143911,159076,164856,174422,179804,186802,203962,213537,219143,226291,235625,584818,590135,732828,828855,1116968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106711,112267,131388,138509,145100,154012,165913,174517,179560,185863,191043,200189,206026,211766,221860,228968,239469,248050,524685,608920,658644,831070,901672,1142763,-1,-1,-1,-1,-1,-1,-1
104695,111578,116694,136018,144525,151501,157033,165432,176006,185572,190915,198434,204595,217041,231546,292232,501003,632040,692464,1160953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105698,111817,117014,130252,138936,145101,150845,157818,164670,170213,178022,184171,193255,200440,209555,214954,221865,228123,314893,474274,565253,657135,810475,1130036,1233384,-1,-1,-1,-1,-1,-1
106434,111573,120716,126475,131719,137468,145788,152705,158201,164895,171985,178466,187741,197122,202941,210012,215656,226392,235963,378516,414995,467323,496331,639397,683497,-1,-1,-1,-1,-1,-1
49161,106860,112213,134876,143687,150018,158416,165919,171569,176602,185959,190959,197765,202767,208494,216517,221960,230883,237721,245239,453033,484406,495114,606477,718754,724056,853189,1019426,-1,-1,-1
104186,111637,116845,131317,141056,146911,152186,159282,168063,178187,183368,189431,197766,204354,211953,238694,278099,513321,532713,730263,735556,884266,-1,-1,-1,-1,-1,-1,-1,-1,-1
105027,112296,130355,135441,142542,149047,154962,162726,168231,175246,181342,187131,193284,201152,206440,215447,229324,356859,561562,590256,871951,965156,1099431,1197544,-1,-1,-1,-1,-1,-1,-1
105311,112245,132355,138487,144470,150730,159512,168856,178263,188068,194915,211816,222925,388485,525461,687880,767326,797574,1199053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102853,111498,116535,138267,145892,155458,160762,170334,177009,182649,192152,197213,204970,211349,223183,328843,417214,589083,671924,769413,1053019,1206669,-1,-1,-1,-1,-1,-1,-1,-1,-1
104894,112294,117881,134057,143942,149933,155431,161122,168255,176259,184214,189460,196693,202170,213569,219184,314373,325804,355990,476645,700453,774231,-1,-1,-1,-1,-1,-1,-1,-1,-1
105412,112386,117584,127566,135534,142224,150515,161147,168333,173554,181149,190343,196694,203574,212763,247326,365237,536653,742304,774431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105342,112663,132623,141218,147351,152460,157461,166128,173474,182312,191898,200464,206638,212820,221500,231720,382667,606113,667202,737446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104602,112223,126565,137743,142973,150565,158929,163950,169027,177303,187256,193294,200299,208499,215497,437345,564490,569573,576440,817380,869885,979373,1035305,-1,-1,-1,-1,-1,-1,-1,-1
106207,112218,121602,131862,139370,144685,154632,163229,170785,177034,183168,188500,195053,205919,211790,222500,233099,479402,610300,717392,1208038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103148,112262,121142,126467,135479,141578,150610,156424,162260,167290,172454,177580,183919,192421,198224,203648,209798,224352,457441,489990,553878,640307,820027,825346,835935,841263,942967,-1,-1,-1,-1
105261,111582,120732,131426,137691,143535,151168,156940,162313,167959,173545,179170,185704,190991,201472,209307,214932,225075,238364,244091,536592,680762,726827,826683,-1,-1,-1,-1,-1,-1,-1
104861,112651,128711,135284,150578,156451,165704,174226,179227,185860,191831,196840,424061,468104,543398,575938,634769,855568,963855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19843,84437,112254,121053,126539,132059,137212,147904,154558,162422,168334,175908,181321,189797,199101,206104,216852,225766,398529,470704,579311,622040,627349,933754,1058433,1153268,-1,-1,-1,-1,-1
106643,112264,120380,125490,138489,146955,155033,164367,174235,182460,189888,195965,218384,362633,407986,500507,543814,641381,654712,1135771,1141136,1193435,-1,-1,-1,-1,-1,-1,-1,-1,-1
104078,112396,118006,128284,137842,143094,148094,155402,163016,168272,178242,184234,193637,202971,209111,215083,223823,231768,450909,488919,539409,693740,718580,817209,1039526,1130910,1240201,-1,-1,-1,-1
103897,111582,121510,133703,140738,146032,151506,157465,162763,170042,180406,188255,210817,219783,229093,238296,244177,249321,357437,529244,691675,988660,-1,-1,-1,-1,-1,-1,-1,-1,-1
105995,112208,119450,129333,139146,144435,150641,158236,163884,170462,177736,186608,193078,207305,217636,528865,558972,608455,673391,749295,828720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112258,148892,153892,159832,165173,171453,179870,186353,192363,204387,213627,219424,226914,245885,257076,289089,488284,494026,734606,781813,922686,958146,-1,-1,-1,-1,-1,-1,-1,-1,-1
111578,122156,132307,137331,147616,157186,162929,168090,176495,181506,187172,208287,220154,355664,448599,613707,625536,688621,928914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105165,112279,117517,125611,132670,138784,144144,154450,162159,167644,173426,185152,190786,205932,213652,223034,763823,855060,907854,1053052,1151415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104037,112761,129016,134025,139043,144219,153073,159458,167534,174602,183052,188752,193759,200222,208817,220165,228624,235436,266637,436396,448764,554520,595176,602747,680495,755024,762160,785059,912356,917662,1001056
106844,112223,119419,126764,131886,138733,146385,151682,159648,166212,172180,179210,185995,193890,200855,225944,234374,446865,609005,704980,797733,1141356,1149533,-1,-1,-1,-1,-1,-1,-1,-1
105923,111577,120454,126684,136158,141891,151768,158282,167540,172733,178679,184647,191317,201896,209832,217439,225470,425419,575792,642330,648027,850317,891800,1203973,-1,-1,-1,-1,-1,-1,-1
104354,112229,117586,133752,143464,153400,158668,166924,171960,180806,189977,195434,204268,247084,266465,341112,471677,516277,532529,553309,692667,885237,1030242,-1,-1,-1,-1,-1,-1,-1,-1
105029,112220,120444,128628,137438,147527,152790,158107,167155,176879,182259,188560,197222,203142,213099,221950,417788,479625,616428,688569,709819,729220,812942,1182579,-1,-1,-1,-1,-1,-1,-1
104490,111585,120708,130865,136155,142798,149444,160152,167534,173038,180224,185386,190413,203840,400037,467445,583196,653589,860677,881656,955101,1002558,1205311,-1,-1,-1,-1,-1,-1,-1,-1
111520,122361,127741,141051,146051,153149,162969,171608,176943,182322,188895,196948,203010,209878,224371,404077,555515,586053,677873,788290,919714,967998,991434,1080102,-1,-1,-1,-1,-1,-1,-1
105389,112677,128281,134913,141226,149755,156740,165084,172379,187262,209843,214880,228960,418299,454760,620582,631142,959720,1084385,1192102,1249702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106037,111583,118909,130369,135697,141383,148166,154855,160795,168636,175019,181960,189367,194697,199839,207027,212549,223904,233865,454377,548122,630447,813926,-1,-1,-1,-1,-1,-1,-1,-1
104863,112242,124018,130152,136820,142166,149768,155011,162596,169513,175955,181591,188015,194253,206167,507618,516947,656437,901074,1135187,1157911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104087,111866,122568,139309,145137,151177,160246,167079,172969,179785,188559,195625,204815,211286,260697,307604,446256,518917,623407,664824,872456,946747,958488,1045461,-1,-1,-1,-1,-1,-1,-1
103859,112806,128305,133646,144668,152953,159000,164016,172210,180523,188756,197305,202640,212225,348288,655784,755474,760841,1020784,1116804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104716,110497,115537,128792,134015,139029,145142,150540,158273,164028,170750,178000,187535,194631,203079,223750,525621,532648,553810,797732,995388,1000731,1118223,-1,-1,-1,-1,-1,-1,-1,-1
106806,112207,123287,131382,136717,141770,147695,154661,161806,168425,173837,179136,184493,191138,196712,202225,207906,219188,261977,448553,496828,585274,597826,728774,734522,881019,893287,-1,-1,-1,-1
106802,112238,120667,136852,145776,151723,158304,166809,172899,183371,190627,197186,205887,215931,224602,230191,336336,480522,510861,644167,671732,860916,966254,1149390,1240391,-1,-1,-1,-1,-1,-1
106092,112234,121455,129739,138876,144790,150255,155258,162872,169239,179575,185149,192830,197985,203439,209753,215930,224770,234074,240880,473892,605139,685050,1064461,1099282,-1,-1,-1,-1,-1,-1
105289,111583,116643,124997,130830,139285,144684,152321,162152,171788,178304,183703,199251,476985,572434,655950,668672,736856,1110414,1132145,1221804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105661,112229,117401,127811,133303,141576,146873,153574,158893,167787,177212,182765,188038,194351,200337,209918,234956,271459,340257,400371,512717,583607,623539,984761,1117654,-1,-1,-1,-1,-1,-1
105920,112282,126890,132034,140001,145242,152343,158025,163184,168561,177108,183322,193156,202409,211368,229367,401270,553667,558975,626255,652689,852194,877251,1196509,-1,-1,-1,-1,-1,-1,-1
