0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
104212,111383,111976,112618,113236,114261,115007,115537,116411,116927,123842,126184,131355,133359,134341,148751,159363,177390,179375,197875,551821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106012,111729,112233,112746,113283,113860,114688,116410,116945,119020,122983,124654,129746,132061,133187,136339,140594,141722,144820,147703,152429,162927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102898,111375,111960,112650,113152,113870,114412,114965,115953,116493,117207,117850,120505,125067,126314,128877,129857,130559,134955,137537,138288,143902,147653,149982,150578,154253,160232,162266,163826,167890,173648,180685,188963,195465,247849,295524,-1
103852,111329,111841,112436,112959,114608,115787,116768,117423,117948,122144,125048,128884,129631,131428,132254,133103,134141,141345,143438,144897,146799,153457,184978,205196,1181339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104909,111446,112009,112623,113201,113705,114316,114853,115818,117919,118435,118957,119828,129301,130440,131669,132666,133961,134772,137870,138498,140303,142779,147293,152474,154270,157777,170475,274749,-1,-1,-1,-1,-1,-1,-1,-1
103595,111831,112502,113453,113956,114665,115206,116270,116813,117694,121306,129272,132644,134189,139766,140971,143265,145746,151183,151922,153620,154576,163039,178857,188505,225347,383376,743135,-1,-1,-1,-1,-1,-1,-1,-1,-1
104156,111437,111974,112630,113349,113889,114452,115376,116920,118406,118921,119441,124187,131062,133939,149126,162180,169966,173105,174369,180259,182229,190692,1052407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104096,111399,111958,112643,113440,114240,114772,116036,116991,117634,120007,123667,130729,134882,141715,144516,146037,146930,168260,173863,179249,193303,216444,258951,285773,305383,479117,752203,-1,-1,-1,-1,-1,-1,-1,-1,-1
104239,111329,111854,112383,112934,113437,114058,114598,115760,116600,117276,117791,121956,125483,126050,127398,128876,131588,132456,137982,138983,139772,141764,142850,163473,168123,176795,192727,244767,949890,969662,1083606,1128483,1153200,1169456,1176152,1248832
105946,111464,111976,112671,113303,113841,114396,115359,116327,116911,117555,119456,123407,124021,127341,129283,135395,140891,144234,148430,153279,160324,161001,166747,172412,224058,259941,433533,570680,617311,1051701,-1,-1,-1,-1,-1,-1
105360,111375,111951,112620,113127,113646,114483,115029,115917,118232,118748,119265,120070,128835,129448,130687,131719,133252,143782,148507,149048,154912,168664,184381,193445,198437,1022188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104304,111439,112036,112550,113391,114197,114701,115348,115882,116600,120431,121342,125067,127400,136536,138871,149857,204694,750834,866489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103217,111396,111978,112524,113080,114086,114915,115763,116305,119027,120604,128991,129941,133095,139677,141024,144335,152828,153332,154253,155995,176414,223660,361434,551802,1043381,1174230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103307,111432,112160,112669,113386,114229,115450,115964,116497,118529,121749,128862,130604,131283,132303,136063,154441,159419,164517,192479,541406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104864,111388,112078,112581,113147,113900,114419,115241,115806,116310,116942,122293,125307,128921,131180,132677,133585,138516,139479,142082,143731,178853,181434,191486,211358,287689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105007,111721,112230,112750,113731,114247,114791,115465,116022,116775,117290,117813,118669,122153,122917,123982,129645,132777,135642,137569,142729,149148,150246,151115,151678,156523,163447,171751,179808,182828,465405,753123,-1,-1,-1,-1,-1
104054,111513,112170,112686,113258,113883,114583,115379,115982,117179,117714,122267,122910,125241,128438,135536,138849,143653,146089,148423,156162,157327,164748,203606,645855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104806,111415,112161,112756,113366,114514,115067,115580,116431,116968,118706,120751,121267,121787,129625,132343,134231,135600,140120,141903,143277,143846,147120,149414,153493,155035,164767,166626,174811,187003,187830,334646,-1,-1,-1,-1,-1
105326,111325,111861,112446,113072,113713,114460,115857,116543,118479,118995,119517,125696,127023,128436,140448,144986,165437,168403,169712,184313,232009,232602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103438,111392,111989,112507,113121,113897,114431,114998,115502,116043,116558,117078,117891,118584,119291,120409,124143,125912,128919,131739,132515,144648,149897,151757,158384,176425,210524,339140,1132930,1133970,1183934,1216087,-1,-1,-1,-1,-1
104892,111469,112343,112953,113551,114087,114700,115280,115798,116403,126139,126744,127743,129565,132696,140255,160305,166689,172754,173285,263070,518290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103427,111766,112301,112806,113772,114477,115451,116043,121097,122009,123766,127474,129457,131075,133580,134815,136386,138027,143184,144780,159225,163402,174744,259183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104679,111375,112189,112714,113250,113861,114408,115322,115985,118507,124156,124796,126529,127042,132820,139042,140030,142036,148758,162824,163914,182171,223538,353239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102814,111775,112538,113080,113736,114571,115391,116106,117118,117632,118363,123745,124729,125244,128510,129118,135570,137174,142410,144029,146572,165201,170004,171976,178023,184068,236647,1000331,-1,-1,-1,-1,-1,-1,-1,-1,-1
104333,111826,112426,112934,113593,114215,114745,115339,116117,116640,117145,119690,124912,127552,132961,134538,141500,147184,151970,158566,159410,161196,164671,413541,921557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104877,111801,112654,113170,113973,114895,115409,115963,116536,117218,119139,119693,120214,120823,122663,123306,132067,136326,138942,141004,143514,145928,147222,147743,159781,163453,168957,184178,193768,203600,213174,898824,-1,-1,-1,-1,-1
103435,111679,112454,113437,113975,114531,115821,116349,116914,117434,119923,126463,127111,127665,128991,133559,137632,138204,149689,489574,714714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105188,111398,111916,112461,112972,113749,114625,116711,117311,117913,118526,122570,124820,125335,128443,132632,136898,139667,148580,160844,161685,182501,502191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
91811,111494,112024,112620,113311,114275,114792,115334,116433,116942,117460,118108,118898,119412,122230,128224,135992,137420,138420,139024,150429,154957,166015,693264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103474,108482,111381,111927,112629,113387,113928,114502,115044,115724,116387,116931,117447,121116,121729,122385,124303,129808,135208,135853,137904,157997,827887,981076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104851,111521,112432,112991,113722,114512,115037,115560,117360,117904,118881,120181,121092,121655,125081,131329,132169,136142,141397,141966,145896,156151,165117,222184,571181,882632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104060,111435,111937,112523,113222,113756,114308,114927,115470,116067,117193,118032,122004,122690,126031,129107,129712,130273,131690,143673,144275,146304,149917,150486,151569,154930,162646,192017,231597,554482,655132,721945,1190590,1246391,-1,-1,-1
111387,112008,112768,113306,113807,114309,114991,116053,116586,117325,121152,121815,132603,134824,143751,146684,147478,149722,157833,167607,180095,197241,198244,237093,918324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105133,111393,112103,112771,113326,113919,115334,116155,118647,120601,122611,123127,123645,130533,133695,144884,147999,148565,151155,151777,152332,167344,178356,184248,196546,593545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105116,111455,112283,112786,114543,115284,116283,118943,119458,120038,133003,133517,134071,135749,136744,140506,151051,152447,161073,161873,162405,163004,570918,786240,1240929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104078,111456,112359,112861,113375,113925,115031,115635,119280,119980,123283,127459,128759,131695,132811,133420,138186,150024,156180,182202,240096,400185,533565,550419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100658,111394,112179,112769,113494,114227,114924,116746,117350,118208,118721,119245,121618,128659,132487,133631,135414,138942,141469,142000,156248,255242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105541,111388,111936,112680,113242,113939,115289,115857,116376,116889,117412,118226,118871,120621,126951,129284,133439,137928,142113,151539,159509,190380,916165,942254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102870,111360,111927,114296,114811,115333,116681,117327,126705,133957,138833,142961,150813,151901,164334,191022,201073,206195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111383,112372,113019,113535,116897,117400,117910,118431,118946,119460,120950,122034,127901,128713,131848,134902,135902,143810,144382,144936,146828,150459,155016,158175,173510,177816,842841,864048,-1,-1,-1,-1,-1,-1,-1,-1,-1
103366,111388,111991,112774,113329,114929,115666,116183,116701,122118,122862,125852,137054,137885,139796,140762,144191,146486,148549,152714,153343,155974,157439,158186,159898,166166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102523,111390,111984,112765,113324,113916,114488,115230,115875,116911,117427,117983,119367,128512,129838,132019,134837,136950,137514,141653,144766,145323,146498,151922,158433,243702,1023199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103409,111401,111978,112484,115137,116002,116606,121035,124256,126116,131096,131815,132476,134945,137674,138283,139741,141199,142629,145555,148186,149259,158616,162646,174211,176106,178111,187091,187693,283371,-1,-1,-1,-1,-1,-1,-1
102571,111347,111873,112653,115296,115997,116508,117112,121810,126640,128283,133913,140512,141507,144923,148965,154197,156556,159928,195279,469223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104270,111767,112377,113070,115938,116497,117013,125361,126955,130292,134244,137134,137648,141840,148558,154557,159147,159845,160889,162298,170544,273869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103167,111457,112042,112586,113133,131626,142705,174163,175380,185653,291268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105017,111350,111863,112559,113133,125472,126082,133843,135575,144593,147774,149202,154503,160177,162505,163566,164563,165701,167942,171043,173178,175102,194976,219520,227071,259866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104534,111390,111930,112635,113426,114022,114535,115769,116606,122697,123441,128608,129309,132336,135581,147499,151053,152407,163872,167348,170526,171489,176257,190329,209711,452019,1078693,1079504,1080161,1082197,-1,-1,-1,-1,-1,-1,-1
103561,111391,111959,112463,113257,117912,118615,125182,132433,134776,140722,154098,160279,162210,167503,175897,187587,201017,295455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105253,111381,112020,112767,113506,118146,118751,119362,129809,131073,139787,143058,150085,156963,165192,203644,379900,552012,642495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105790,111384,111970,112598,113547,115885,116549,117060,125586,147763,168178,411548,953192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104504,111388,112141,112769,113416,114100,115308,118044,118833,119402,133678,137328,137962,142649,145893,148348,212992,448102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104343,111331,111874,112655,113276,114033,114538,115123,115653,116299,127593,128105,131256,138120,142031,147379,160945,202572,537856,643046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104589,111452,111955,112485,113391,114017,121886,122401,129513,132363,140001,155235,172103,214712,942632,994391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102773,111431,112005,112780,115355,123107,123668,130066,136745,137296,142663,143330,151754,155309,165114,166451,174980,913246,1186133,1189219,1194161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104877,111394,112260,112777,115366,115970,116970,126574,127088,127608,134486,135150,136477,143482,144137,144671,153039,168446,441812,825087,894994,944810,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104756,111395,111918,112656,114336,115005,116009,119868,120383,120905,122918,128436,130698,131621,135901,143351,144707,155163,178707,180764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111390,112135,112775,113340,113918,116855,120516,121031,121552,122435,127810,133209,138621,141557,142144,143115,168889,239010,357929,547829,951666,1204015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94004,109388,111449,112646,113912,120698,122237,122880,128135,129534,133047,133681,137112,144638,146137,151439,169593,250145,384812,1142955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103156,103664,111387,112073,112768,114101,114927,119123,120953,121469,122167,128599,141418,142305,144807,146683,152491,154569,176844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104941,111391,111960,112773,113723,114231,114801,118792,119429,119943,128372,129114,134449,135243,136414,136981,139778,144847,149851,153515,162350,165082,170922,824398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105305,111382,112127,112815,113395,114402,115646,116291,116987,121080,121593,122813,128258,130902,134617,137398,141638,145917,154636,169037,186498,234342,571742,783522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104280,109081,111439,112136,112663,114932,115934,116543,117791,120344,120859,121557,129882,131441,131958,142229,143295,144432,150805,155242,159734,177318,192789,910392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104748,111386,111958,112521,113028,113721,114226,115145,115660,116186,119881,120395,120918,125285,128404,134256,135312,135879,136401,137384,144510,145815,149797,160767,163004,176800,181953,188345,220450,-1,-1,-1,-1,-1,-1,-1,-1
104626,111384,111956,112515,113023,113542,114436,115179,119235,119750,120273,127963,128522,131233,134852,135684,145512,147525,158634,159853,163622,167866,195433,380662,635469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104555,111388,111948,112768,113944,115083,115727,116420,121059,121575,122096,125511,126494,133005,136108,138416,139293,140337,141744,144312,151739,154274,158142,162402,445211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111395,111995,112650,113162,113725,114504,115148,118943,121211,127251,131378,131967,139132,144888,149304,153394,155360,170747,177525,178159,587531,632242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105394,111389,112034,112647,113249,114416,118591,119194,119848,129709,130745,134893,135538,142401,145879,157494,328512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
