0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
45366,105211,106628,111300,111846,112439,112943,113722,114485,114987,115607,116248,116882,117512,118163,118789,131243,131780,133381,155600,159147,161927,172442,261776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103985,108542,111496,112464,113244,113905,114505,115295,116076,116882,117682,118475,119265,120054,120845,122113,123235,124143,128273,130340,133347,139971,141796,147714,158165,306708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105158,111428,112300,113278,114057,114684,115303,116109,116910,118007,119286,121305,126488,128389,131959,133651,135288,136689,143876,150812,162380,168588,171182,175622,176697,177242,188563,193531,198354,200180,1064760,-1,-1,-1,-1,-1,-1,-1,-1,-1
105164,111705,112282,112785,113417,114030,114991,115787,116905,118155,119278,131538,132160,134120,138009,155460,187234,188066,198083,457256,745721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104871,111406,111912,112446,113240,114189,115014,115779,116892,117701,118485,119272,120076,120867,126713,128479,132361,133625,134690,186180,383131,609498,1181475,1194168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105336,111406,111906,112638,113234,114039,114972,115472,116085,116877,117994,118782,122499,138086,139705,161046,223156,535514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105011,111392,111970,112473,113251,113751,114515,115162,116099,116886,117692,118468,119279,120062,123398,126340,129882,131602,133683,134732,138046,143410,186077,208803,1152137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104429,111467,112453,113263,113873,114657,115291,116088,116879,117534,118145,119263,120057,124549,126255,126929,127880,132439,153847,183315,185059,199023,217668,242594,780373,1246939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105732,111573,112150,112742,113245,114197,114978,115613,116242,116882,117841,118468,119263,120064,120658,121169,122288,127825,134695,136921,179368,189585,283161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104929,111637,112513,113296,114072,114730,115347,116128,116631,117546,118060,118676,119318,120102,120900,121690,122493,125318,125932,127008,128992,142289,144692,158598,162247,169650,172621,173570,175401,214323,246623,257105,557619,1100326,1186206,1231804,-1,-1,-1,-1
104278,111383,111884,112474,113236,114194,114809,115447,116082,116885,117852,118461,119268,120062,120859,122513,124976,126859,131896,141686,161401,178864,206572,218796,1184270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102774,111662,112456,113229,114194,114791,115295,116237,116882,117505,118014,118941,119608,120528,122101,123412,124806,127915,128861,134199,136799,140205,145809,150920,162947,166965,172879,419278,480011,571836,994773,-1,-1,-1,-1,-1,-1,-1,-1,-1
106049,111394,111982,112921,113748,114669,115562,116076,116880,117677,118469,119260,120048,121186,126805,128468,130907,132293,136759,138670,141479,146671,205719,1115353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105305,111396,112161,112931,113719,114510,115348,116099,116882,117838,118478,119263,119916,120564,122603,124024,125908,126445,128337,134369,136949,140066,148520,161632,162315,179136,201169,266352,359325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105143,111389,112341,112937,113715,114300,114806,115430,115931,116475,117340,117842,118574,119256,120050,125603,127207,128786,129534,131385,145722,148529,163273,392193,1119226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105348,111290,111837,112347,113244,113745,114495,115285,116079,116876,117414,118149,119254,120058,121181,122367,126570,128778,131363,134646,136323,143843,145308,181061,992395,992972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104618,111395,112152,112929,113725,114515,115535,116231,116878,117675,118447,119254,119881,121938,124428,126015,130937,133001,135010,141235,149862,154662,155324,187134,191131,193919,251620,480221,639038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104282,111389,111894,112449,113391,114196,115130,115760,116557,117347,117992,118782,119298,120045,120852,121642,122735,124898,125634,132035,138989,141856,164974,167470,396647,412184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104354,111404,111969,112952,113712,114218,114972,115625,116179,116881,117981,118781,119349,120043,120829,121626,125295,127856,128805,129707,142063,143695,147176,164275,171091,392984,481251,494758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104213,111714,112298,112803,113744,114360,115004,115604,116106,116911,117841,118489,119275,120353,121040,121661,122459,126565,133269,137187,143387,146478,159114,215391,437164,536993,670669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105271,111383,111954,112454,113392,114018,114663,115282,116257,116874,117377,117985,118778,119571,120072,121164,122581,123259,124345,126535,128981,129585,133816,134632,141225,144311,149317,217947,365149,410476,462251,481200,682467,-1,-1,-1,-1,-1,-1,-1
103384,111295,111836,112458,113051,113887,114499,114999,115607,116531,117517,118471,119410,120055,120841,122472,123887,126494,139615,152119,174316,440721,1042409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104901,111400,111944,112453,113051,113555,114174,114977,115613,116116,116872,117374,117961,118465,119258,120514,121649,124380,125448,128576,131144,132428,137429,138764,165810,166741,172421,175561,188436,209512,238520,239093,369782,371915,-1,-1,-1,-1,-1,-1
105382,111288,111873,112459,113230,113890,114493,115127,115765,116266,116878,117510,118142,118780,119877,120808,124997,125999,127008,128196,130096,134611,138641,143140,148610,149222,149793,151973,155833,160969,221547,225899,406041,477252,486339,724342,-1,-1,-1,-1
103685,111680,112445,112946,113717,114589,115456,116092,116892,117524,118154,119259,119762,120533,121159,122473,124278,129357,131586,132222,134401,136716,137524,140127,141952,152139,190226,190923,193511,411667,842447,1060067,-1,-1,-1,-1,-1,-1,-1,-1
102743,111287,111850,112624,113238,114188,114957,115606,116240,116876,117671,118453,118953,120050,121949,126126,126850,133211,136105,141725,145948,146658,198915,426874,712610,1196989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102404,111703,112275,112984,113570,114172,114676,115293,116093,116883,117720,118467,119262,122433,125737,127534,132068,132889,133858,136107,137204,139198,139981,142211,148743,398725,429934,830031,1098309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104024,111553,112137,112647,113227,114191,114698,115452,116081,116869,117858,118948,120299,121328,122177,122771,124945,125770,127074,129374,131275,135260,141406,143595,152136,152839,177852,612573,1075189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62499,104795,111293,111848,112458,113048,113623,114187,114954,115455,116086,116873,117680,118463,119266,120064,121313,124657,125629,127674,132309,142288,148454,156800,183633,184656,356735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103255,111395,112167,112734,113407,114058,114985,115765,116267,116889,117541,118150,119262,120064,120868,121542,123533,126524,129203,135638,141956,146602,147832,148535,155159,404638,692232,820777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103120,111389,112152,112746,113409,114193,115254,115757,116431,117344,118138,119271,119878,122090,127167,128251,130184,134051,135062,148867,150584,162143,162662,198955,219751,231947,351686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104293,111392,112344,112934,113715,114505,115288,115937,116865,117664,118470,119253,120053,120854,121634,122428,124451,125125,126025,129098,131194,133232,138914,155438,158155,450517,648959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103550,111396,112071,112958,113733,114503,115004,115768,116564,117218,118159,118949,119740,120544,121796,129125,159951,210193,214092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104345,111291,111858,112645,113230,114160,114802,115435,115939,116558,117349,117998,118778,119870,120663,121917,125777,130374,133623,147650,163257,249025,436143,627962,870671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104145,111400,111964,112465,113241,113890,114494,115441,116394,116898,117506,118007,118779,119578,120849,123784,126083,131298,134402,140399,148628,159354,177298,234472,496640,551846,1213939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105899,111692,112247,112756,113718,114497,115285,115785,116416,117355,118155,118980,120055,121037,122924,131964,133087,136211,403243,991886,1238785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102517,111382,111989,112612,113226,113877,114490,114991,115609,116220,117149,117660,118453,119575,120439,121166,121952,124977,129756,138280,143787,149404,150535,162179,188903,295549,296122,404430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103728,111324,111827,112460,113082,113721,114344,114981,115788,116730,117367,118157,118890,122086,125025,127413,128780,129534,132158,133055,138842,143402,1181315,1190874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104679,111394,111976,112933,113712,114497,115152,115760,116264,116880,117862,118470,119729,120531,121180,129244,130329,131571,133924,136837,137794,140348,142188,154175,170349,274654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103430,111322,111842,112488,113424,114173,114676,115612,116456,117656,118794,121226,129170,132560,153532,178765,563158,743080,743653,889965,1189157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104081,111383,111976,112545,113357,113864,114457,114973,115754,116861,117367,118347,118946,124090,130981,146500,162119,169839,173000,180290,183590,389231,402794,1081576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103870,110279,111400,111961,112652,113418,114000,114501,115291,115939,116933,117671,118783,119914,121291,123576,130630,134396,135153,144412,145970,156656,170415,179315,234584,305448,306022,440779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104109,111315,111852,112353,112920,113422,114191,114982,115772,116581,117216,118145,121939,125158,127309,132363,137958,138856,141707,145260,192636,244674,1083583,1124679,1128476,1153154,1168350,1169404,1176099,1243909,1248812,-1,-1,-1,-1,-1,-1,-1,-1,-1
105572,111445,111981,112656,113309,114185,114789,115290,116237,116864,117669,118463,119253,120046,123130,124013,126271,127193,128287,129225,140643,147972,160232,160933,166647,172321,259850,617305,617881,728757,828431,-1,-1,-1,-1,-1,-1,-1,-1,-1
105228,107750,111390,111954,112464,113222,113722,114678,115278,116090,116870,117658,118163,118783,120011,120842,126355,128778,129390,130626,131661,141762,144247,148382,180747,184288,422376,1022149,1056684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104076,107999,111385,112044,112546,113364,114169,114965,115785,116769,118150,118799,120373,121284,125009,127197,139928,149759,750859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102988,111464,111991,112938,113556,114066,114816,115776,116284,116894,117845,118494,119283,120497,128933,129881,131820,136487,140956,143946,153233,154322,156910,361458,362030,959727,1084948,1174122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103177,111405,112166,112756,113391,114202,114816,115351,116385,116886,117509,118148,121613,127735,128806,131225,132244,136007,138481,141644,148870,156322,159484,183689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104847,111388,112055,112934,113886,114494,115144,115815,116431,117033,117666,118778,120048,122275,125249,127446,128861,131084,132619,133528,138475,139619,141993,143626,287699,288269,566896,855428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104772,107755,111686,112559,113233,113735,114499,115445,116080,116680,117349,117995,118610,119265,120533,121340,122125,122781,123923,129620,132717,135549,137500,138774,142695,148838,150150,151005,459788,465444,753012,1201095,-1,-1,-1,-1,-1,-1,-1,-1
103828,111384,112151,112932,113894,114464,114964,115772,116398,117184,118136,119258,120533,121321,122207,122727,128379,143325,146029,147948,156083,203597,645918,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104576,111416,112165,112950,113731,114504,115009,115617,116439,117365,118013,118604,119264,120071,120655,121336,126549,127740,129566,132284,134099,135542,143502,145321,148822,153432,164670,166522,334655,989975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105124,111303,111867,112460,113057,113720,114491,114993,115760,116268,116884,117663,118382,118944,120040,125638,126892,128549,131421,139895,140398,141933,165377,168397,232006,476234,1082073,1211302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103303,111694,112458,113106,113901,114469,114970,115947,116553,117351,118168,118809,120352,124084,125894,128314,128861,131998,151631,158325,210516,339149,460156,1067877,1125740,1128882,1129632,1183911,1201258,1215129,1241710,1245324,-1,-1,-1,-1,-1,-1,-1,-1
104658,111289,111870,112459,113044,113548,114165,114673,115181,115762,116415,117042,117667,118461,119243,120044,120831,121638,126031,127638,129508,132616,158529,160235,172699,263056,431219,518300,540665,1092009,1232300,1240582,-1,-1,-1,-1,-1,-1,-1,-1
103360,111279,111779,112712,113226,113743,114481,114992,115601,116234,116875,117497,118133,118937,120520,121039,121950,123747,127371,129399,133482,134720,136325,138321,140349,143086,150513,199249,450334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104448,111379,112121,112633,113226,113868,114856,115445,116228,116874,117660,118464,119263,120050,124126,124734,126470,132686,148845,162765,353249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102689,111385,111885,112436,112947,113716,114490,115290,115928,116428,117021,117669,118293,118945,119734,120527,121321,123687,124670,128469,135512,143994,146483,177956,179828,198636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104222,111286,111870,112428,112946,113566,114190,114981,115617,116604,117347,118141,118935,119632,124853,127493,132902,134403,143147,147048,159353,174061,413574,414157,974274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104645,111379,111879,112631,113224,113984,114836,115424,115924,116542,117192,117975,118477,119083,119689,120537,121635,122604,126923,132006,138912,143447,145837,147156,147673,184161,190064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103305,111394,111955,112938,113522,114180,114970,115472,116031,116534,117350,117990,118575,119259,119791,126404,126986,127605,128933,130454,133428,134770,489523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105059,111396,111924,112440,112945,113721,114636,115460,116095,116711,117211,117846,118461,119273,122512,124763,128383,139665,148481,160799,168601,186378,502180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103745,111499,112034,112633,113395,114327,114831,115616,116408,116938,117687,118841,122064,135378,135933,137329,138485,150369,154859,169328,179420,182523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103277,108272,111390,111984,112608,113398,114006,114513,115111,115624,116391,117031,118144,118774,121025,121675,124203,128015,129751,135180,137846,157934,178571,792877,794292,988262,1179261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104720,108754,111286,111852,112434,112941,113693,114680,115288,116086,116867,117371,118824,120076,121033,121673,125024,128299,131635,139856,141875,156206,165088,165927,1128161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103823,111376,111934,112438,113218,113718,114484,114986,115748,116548,117349,117974,118476,119266,120053,120830,121946,122593,123225,125972,129124,130214,131631,143593,146209,149827,154836,554492,655040,1190583,1246374,-1,-1,-1,-1,-1,-1,-1,-1,-1
103694,111390,112014,112774,113778,114498,115283,115953,116499,117350,118469,119260,120055,120848,121458,121967,124818,132504,133296,134792,138637,146583,148147,149642,157780,167509,197102,918385,1078180,1078926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105111,111391,112162,112935,113714,114495,115275,116090,116887,117670,118590,119259,120054,120557,121324,122582,130434,133635,137881,144755,147905,148429,151299,152239,196450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104985,111728,112320,113093,113728,114547,115225,115790,116895,118885,119942,132071,132943,134003,135704,136650,138884,140442,150984,152386,161027,161550,162417,786270,830630,1041886,1106613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103947,111393,112327,112935,113719,114331,114972,115601,116245,116879,117505,118136,119221,120028,123225,127390,128669,131988,132655,138117,141555,149958,156083,240054,533594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100425,111395,112149,112939,113721,114320,114828,115464,116083,116725,117360,118110,118630,119260,121637,128589,129909,132391,133575,135303,137852,138807,141440,141964,142925,255306,1171878,1172912,1199738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105474,107394,111683,112458,113249,113750,114496,115289,116278,116882,117512,118131,118768,119268,120047,120560,121168,123907,126740,142015,786297,942214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102633,111374,111875,112440,113194,113706,114277,114957,115586,116675,117184,126516,132288,133859,138779,150706,151835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105087,111289,111865,112444,113227,113727,114494,115277,116074,116717,117339,117850,118915,119719,120859,121977,127808,128654,131847,134803,135811,143683,147060,150371,158844,173412,842863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103134,111399,111962,112462,113246,114198,114830,115608,116250,116883,117682,118474,119273,120074,120867,122024,122749,125793,131081,137804,139883,140869,143258,153247,157234,159640,160840,166026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102291,111388,112437,113225,114189,115131,115758,116258,116854,117665,118463,119273,120047,120848,121636,122420,128574,129781,132328,134771,136892,137423,144715,145231,146498,151815,153779,158328,243764,595852,995942,-1,-1,-1,-1,-1,-1,-1,-1,-1
103176,111686,112461,113063,113723,114505,115117,115908,116419,117343,117985,118783,124161,126056,131040,131756,132341,134889,137577,139683,140659,148059,149203,162530,174121,176050,187187,482660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102505,111389,111892,112473,113245,114209,115197,115953,116554,117055,117685,118473,119275,120392,121186,121752,123065,126453,128275,133820,140445,144024,144844,145378,148885,154139,156473,159922,175072,469207,1024225,-1,-1,-1,-1,-1,-1,-1,-1,-1
104037,111699,112470,113248,114197,114981,115840,116436,117361,118158,118787,126736,130196,134141,137102,141741,148354,159068,159784,162220,163495,273937,274510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102933,108725,111460,112053,112939,113711,114493,115284,116064,116852,118105,119232,120037,131568,142607,174157,175281,291278,291855,381862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104973,111309,111873,112460,113242,113743,114500,115283,116075,116862,117504,118129,118768,120023,125379,133784,140714,147716,160140,162499,171007,219411,259879,1063367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104408,111391,111972,112931,113712,114492,115277,116057,116847,117348,117972,118739,119243,120027,120807,121615,122554,123194,128550,135522,170392,451971,452547,796893,1054565,1066359,1071917,1075543,1077862,1078442,1080125,1081391,1082156,-1,-1,-1,-1,-1,-1,-1
103482,111395,112456,113047,113710,114498,115276,116065,116853,117793,118441,119233,126033,134747,140663,201011,210549,252938,295531,296101,764401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105191,111394,112448,113226,113732,114485,115277,116064,116849,117485,118117,118916,120019,120808,129752,130978,139820,185623,193586,642445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105405,111387,111887,112445,113055,113704,114487,114992,115753,116264,116868,118114,119246,125565,168119,411456,953207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104428,111401,112153,112932,113707,114491,115278,116225,116852,117492,118445,119272,120017,120805,121590,137939,147237,448170,736404,1141044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103959,111393,112454,113235,114190,114985,115594,116234,116858,117496,118117,118746,119385,120014,121908,127534,131231,136753,141952,145701,160851,189079,643055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104362,111399,112455,113061,113916,114491,114993,115586,116086,116858,117495,118131,118757,121827,122394,129455,132316,139973,152887,155137,994419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102545,111402,112453,113077,113707,114496,115261,115762,116855,118125,123049,123560,124131,130009,136684,142700,143278,151640,165096,913136,1183880,1186116,1193951,1195875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104752,111691,112459,112964,113714,114503,115307,116069,116869,117664,118441,119256,120046,126515,134388,135121,144593,162441,165893,285153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104484,111690,112459,113240,113742,114319,114976,115571,116073,116858,117359,118126,119232,119809,120376,122861,128378,130662,131531,132683,135803,143217,172347,178684,561102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105812,111395,112450,113230,113838,114489,115282,116064,116860,117487,118115,118771,120458,121153,122379,127753,142010,142798,238919,1203996,1218673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
