0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
93761,109181,111385,111887,112445,112946,113760,114482,114983,115753,120611,122178,128078,129506,132989,133623,137056,144548,146001,151380,169500,207545,259765,384721,962138,1142866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103024,111395,112449,113229,114021,114972,115753,116253,116863,117650,118453,119223,120023,120895,121603,128540,141355,142196,144749,154443,186259,192941,625660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104669,111391,111952,112455,113230,114173,114968,115756,116553,117333,118135,118744,119370,119882,120472,128314,134394,135108,136882,137711,150055,153446,162255,824355,969577,1059418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104917,111393,112133,112922,113524,114479,114981,115586,116092,116842,117485,118115,119222,120008,121020,121597,122721,124852,128199,130770,137298,141579,145785,234290,783589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103898,108906,111386,111888,112452,112955,113857,114836,115446,116083,116877,118129,120287,120852,121454,123282,129825,131414,136010,142171,143192,155142,159556,1208509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104617,111389,112450,113227,114167,115086,115749,116251,116857,117493,118110,118749,119825,120335,125225,128347,135194,135937,144383,145757,160644,427724,898051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104429,111392,112450,113229,113730,114337,114972,115749,116251,116848,117644,118448,119176,119688,127865,128422,131176,134755,141467,145492,158677,380688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104488,111391,111892,112459,113051,113884,114481,114983,115619,116234,116879,117499,118129,119340,121001,121619,123813,126433,137926,139232,141528,144255,150869,151679,162325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103636,111398,111903,112455,113235,113735,114485,114985,115753,116859,117648,118888,120018,121153,127158,131285,131908,149205,150817,155249,632252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105157,111584,112454,113231,113733,114335,114975,115577,116078,116865,117667,118492,119251,120032,123521,129585,130684,134262,134865,135495,137326,138175,142360,145843,157396,328533,329106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105085,111398,111955,112455,113234,114189,114780,115282,116083,116717,117331,118148,119186,120041,123706,129248,131746,133598,142155,148502,157301,181098,697878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102498,111679,112439,113224,113726,114321,114954,115573,116073,116850,117973,118851,119372,124602,128397,129291,138215,149867,150479,170308,174943,183841,189249,445674,1198545,1205797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104383,111391,112462,113236,113736,114333,114983,115574,116078,116867,117370,117980,118766,119592,120197,120826,125275,126025,129316,129830,137673,140150,142775,151769,155873,456330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104586,111394,112450,113234,114000,114506,115279,116066,116866,117653,118156,119079,120021,120821,122069,126573,131574,138695,142154,176309,826209,887119,1159783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104401,111287,111864,112444,113225,114026,114955,115746,116564,117321,118123,119235,119759,127950,133788,147278,148125,156348,158767,250701,251263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104717,111394,111900,112450,113234,113836,114339,114977,115582,116232,116842,117636,118477,119241,120023,120818,122644,123154,124018,136305,150347,225066,870250,1179878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104570,111685,112455,113235,113736,114472,114975,115754,116387,117002,117651,118437,119409,120020,121280,129914,138203,146628,153090,165978,167061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104237,111401,112453,113230,113734,114501,115274,116225,117041,118125,119240,120084,120663,121625,126293,127946,139685,141770,150428,170094,173735,874643,1031357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104740,111388,111891,112442,112944,113541,114640,115274,116068,116846,117491,118127,118843,119718,122480,124250,124861,126268,129057,133251,134546,139514,148619,154935,188111,242480,393543,597901,671401,894042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104435,111683,112453,113231,114018,114960,115596,116099,116633,117641,118454,119219,120374,122020,122721,131805,139073,139601,152455,155418,161520,169702,444522,445091,594628,696192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104192,111392,112446,113226,114018,114965,115555,116056,116852,117677,118566,119219,120015,120843,121599,128471,132086,139772,140589,153221,155309,155884,156528,166966,205922,668827,736968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106374,111680,112446,113225,114009,114968,115584,116225,116833,117335,118424,119236,120016,126774,131993,163012,170074,181660,214840,305757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105839,111676,112449,113227,114133,114970,115749,116551,117339,118120,119240,120016,120813,121433,123566,124296,132263,135067,140026,140557,155094,156198,162688,658478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105083,111399,112452,113229,114035,114977,115751,116706,117335,118132,119236,120475,121240,136222,149214,176271,679174,1163176,1178612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104000,111689,112458,113234,114049,114975,115755,116549,117325,118129,119235,121812,132889,138545,152751,171159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105461,111287,111863,112451,113223,113723,114477,114979,115746,116248,116857,117661,118300,118915,119712,120330,122758,138258,148524,150170,201780,211876,220947,345000,942855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103594,111276,111780,112461,113057,113711,114654,115263,115769,116406,117500,118125,118927,120038,133007,137937,139175,146969,149313,158189,161802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105273,111393,112450,113227,113727,114357,114966,115586,116235,116846,117641,118433,119231,120033,131107,132357,136803,139504,152852,190343,1165029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104623,111382,111883,112451,112952,113708,114326,114897,115448,116236,116875,117654,118160,118922,120497,121895,128114,135901,170117,218913,544047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104275,111292,111870,112456,113234,114019,114967,115753,116396,116924,117486,118130,119243,120022,120831,126709,134549,135389,136523,143253,143755,147997,155205,164433,165286,639919,640486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103118,111400,112455,113238,114171,114973,115751,116549,117105,118119,118925,119714,132486,162754,166638,173855,175041,778847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103905,111294,111872,112455,113226,114024,114970,115470,116059,116858,117362,117970,118757,119702,120211,120951,125204,130176,132384,133811,138910,139769,150359,156462,158218,159049,169414,500164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105413,110919,111689,112460,113238,113845,114494,115293,116250,116842,117345,117994,118778,124761,125433,136935,150424,151223,151759,159201,449112,449687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104770,111390,111893,112452,112952,113545,114178,114966,115467,116063,116866,117495,118123,119253,121765,134618,142054,145106,146584,158625,160726,161422,331943,332517,877922,988222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104746,111388,112453,113234,114176,114968,115598,116226,116728,117330,118131,119237,120030,121288,122833,123529,146171,163724,178189,818224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105485,111681,112457,113234,114001,114502,115134,115759,116848,117661,118450,119231,121751,124478,126816,129258,129763,142534,148938,152456,163882,175164,184018,793073,818434,1044327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106324,111401,112158,112933,113898,114492,115282,116064,116863,117485,117985,118600,119233,120025,120816,121468,122123,125222,131817,132871,133521,147842,150227,150852,164094,170842,172567,183394,184156,615007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105123,111712,112472,113254,114003,114873,115451,116084,116892,117975,118481,119253,135475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104740,111395,112446,113042,113702,114322,114951,115592,116223,117322,118122,124140,134342,137867,143085,158608,166965,187744,403227,416333,1197353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105590,111393,111898,112453,113050,113715,114522,115284,116071,116711,117333,118124,119243,120042,120854,122047,122828,124740,134311,135018,135709,152091,167584,203844,209584,994962,1069212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103483,111387,111888,112456,112970,113541,114192,115264,115774,116875,117653,118154,118923,124062,124967,125590,145458,148276,153073,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104373,111460,112322,113103,114103,114957,115629,116905,119139,120213,122333,132928,133494,135789,150898,159869,180184,361022,1173773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103900,111407,112458,112962,113537,114212,114801,115455,116076,116756,117338,118122,119228,129220,131151,136269,139967,175917,178660,186703,201828,340797,377509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103941,111583,112448,113229,113892,114497,115279,116064,116866,117659,118439,119034,119796,120352,128529,140010,141435,161153,172874,200229,363696,510323,999818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102783,111366,111869,112453,113233,113736,114294,114966,115753,116546,117329,118186,119421,124556,125333,125917,126501,151204,173084,281379,281966,832345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104459,111690,112460,113239,114183,114809,115450,116076,116869,117510,118130,119254,122445,123173,126851,134806,136623,137365,456981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105768,111389,112445,113223,114184,114685,115255,116062,116707,117322,118110,118612,119234,120020,120813,121609,127552,133454,134195,135873,137644,139629,140548,144803,194844,243418,365722,610680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105194,111397,112451,113234,114193,114972,115584,116237,116857,117492,118120,118768,119394,120036,121937,145423,448681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104452,111257,111762,112443,113221,113817,114325,114957,115589,116220,116854,117963,118527,119234,120966,121575,125813,130440,133254,135379,164536,166622,167166,169168,299443,493434,825461,1006881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103813,111397,112454,113230,114200,115263,116069,116857,117486,118122,118760,119713,120499,133734,136563,138240,139560,140335,141441,142450,153393,160021,162204,162768,360744,551483,748510,1089741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105352,111690,112459,113254,114003,114504,115126,115664,116241,116863,117655,118453,119233,120028,120818,121617,128895,129416,130402,155542,159241,1034009,1075391,1076756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105194,111681,112450,112951,113538,114176,115124,115749,116546,117337,118124,118933,119702,120499,121274,122068,127051,142744,155780,165261,191319,196248,197428,199204,371080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103710,111282,111871,112440,113228,114191,114808,115753,116859,117498,118124,118745,119386,120017,122782,123947,132913,135102,143265,157882,160284,166874,190851,381661,382235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102084,111407,112459,113241,114194,114794,115297,116079,116866,117367,118131,118929,124440,126278,133240,135859,146355,161781,163642,164624,172318,173739,200261,1090355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104005,111300,111870,112454,113232,114118,114971,115711,116233,116865,118129,118916,119846,128482,141396,150228,155533,157664,167602,182537,204588,360591,1200075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104544,111402,112458,113235,114037,114676,115281,116077,116871,117674,118469,119234,120046,121242,124346,136625,148275,151329,176463,193324,296869,1048447,1156229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104911,111285,111868,112448,113228,113891,114489,115484,116050,116857,117500,118121,119237,129004,233954,352338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103255,111397,112459,113233,114154,114979,115573,116076,116860,117663,118450,119249,120518,123437,136789,137494,139978,145169,156210,164840,166856,178795,345921,346497,356970,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104415,111280,111863,112445,113219,113998,114660,115275,116063,116850,117640,118432,119252,120349,127023,136498,137057,149539,484089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102569,111295,111874,112454,113235,113822,114622,115276,116235,116863,117504,118135,119239,125995,126976,141883,143233,144123,152235,158488,175011,177857,310086,1168119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104774,111400,112461,113118,113722,114322,114959,115598,116244,116872,117657,118562,119396,124506,125109,128725,147859,149746,160224,161032,167126,200564,381814,436522,1050112,1053705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105587,111390,112455,112957,113719,114497,115289,116077,116866,117644,118145,118927,125154,147706,156998,157778,169401,177204,185120,189654,815308,875595,1015375,1042894,1052111,1157368,1210266,1211167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102887,111397,112450,113048,113694,114328,114971,115945,116859,117650,118150,118765,120032,128047,133912,134458,153557,168265,178686,253813,818402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103817,111391,112449,113227,113729,114400,114959,115607,116234,116856,117652,118446,119237,120030,121648,128160,128774,131350,135619,170281,171328,172187,176665,184607,207187,253314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104345,111400,112455,113234,114211,114972,115566,116069,117026,118122,118769,123562,124447,131599,140452,148816,156923,163118,701252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104423,111292,111874,112454,113233,114044,114566,115277,116070,116851,117652,118581,126556,146682,148859,162174,166607,204085,385273,775830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102891,111407,112460,113053,113640,114498,115290,116070,116574,117343,118140,119239,120034,127559,130612,131714,141101,144812,178852,1087321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105016,111396,112450,113226,114207,115259,116067,116852,117646,118430,119235,120021,120809,121313,123030,123786,124929,166666,223775,1119168,1120802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104623,111689,112455,113236,113827,114370,114975,115604,116239,116858,117494,117999,118600,120171,120840,124821,126462,128472,141676,142360,147522,163678,176222,563636,895860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104424,111378,111941,112442,113029,113694,114298,114926,115575,116222,116836,126075,131372,135010,138321,188460,209446,223695,455987,456560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104025,111390,111897,112452,113231,113736,114354,114964,115745,116249,116849,117660,118290,118880,119548,120494,127301,155019,156300,157137,365217,458954,940460,1016317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101924,111395,112459,113057,113718,114497,115276,116063,116880,117499,118112,118764,119365,120026,129328,131011,133889,154886,171602,179767,221597,557639,558585,911259,1015295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103460,111444,112499,113434,113944,114535,115323,116281,117235,117864,118961,119929,124602,131591,132150,172305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105096,111390,111891,112453,113227,114052,114637,115279,116228,116858,117488,118128,118911,120024,124623,127395,137996,146043,148529,155809,406139,724867,944318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104303,111393,111894,112463,113234,113735,114335,114950,115461,116234,116866,117660,118258,118928,119714,120500,121296,127772,129570,133845,143362,145111,145891,147500,175327,245405,895678,915150,928845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104553,111685,112453,113044,113715,114445,114973,115758,116550,117335,118130,118917,119708,120499,121306,134537,138977,144503,180350,195575,212535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104526,111399,112155,112928,113708,114599,115121,116070,116854,117500,118120,118746,119387,120028,121272,130301,131084,136799,137371,142932,165476,185094,649707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103546,111399,112450,113228,114189,114893,115439,116229,116866,117493,118121,119234,120008,121285,130231,130738,137373,154195,669108,697770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105081,111394,112454,113227,114187,114960,115748,116543,117329,118114,118614,119225,120019,120813,123327,124399,131339,139356,159314,289782,290374,1188077,1218533,1221452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104197,111396,112457,113048,113718,114683,115281,116068,116851,117353,118121,118906,120496,122810,125855,128740,132485,155815,182552,915180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105041,111687,112460,112961,113719,114307,114977,115477,116075,116871,117500,118128,118757,119264,120395,122670,133344,142901,149383,156255,603717,604290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104588,111401,111959,112459,113224,114180,114808,115589,116236,116853,117495,118118,118762,119404,120005,120663,126951,137187,143232,143864,161339,162433,165152,1232467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104497,111386,112448,113228,113996,114833,115443,116067,116666,117643,118433,119224,120022,121105,124082,126725,127264,130574,132548,141103,142429,164070,622766,852875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105076,111681,112181,112752,113387,114043,114972,115575,116075,116702,117332,118104,118885,119562,122209,127732,131506,133617,138178,139651,147950,160721,278487,279068,366119,874672,1086490,1087673,1095926,1096723,1098177,1164435,1165090,1166804,1168555,1200710,1201979,1232666,1233286,1238111
103894,111570,112453,113231,113861,114492,115270,115781,116390,117327,118109,119236,120462,124999,130201,132440,136853,165658,406777,623401,730918,780084,869094,939380,1098135,1150360,1150945,1156207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103362,109910,111397,112272,112935,113614,114467,114971,115582,116231,116865,117477,124307,125567,155852,162016,162740,163944,167003,193429,215861,651506,800145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105238,111394,112455,112958,113519,114161,114967,115564,116064,116846,117483,118148,118745,119383,120002,128355,128917,129591,131480,138367,150368,184752,395359,873548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105183,111386,111941,112441,113220,114171,114965,115746,116247,116853,118130,176519,178572,736723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101380,106366,111411,112465,113062,113730,114507,115292,116075,116864,117660,118466,119256,120043,197765,204316,599477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104972,111675,112451,113226,113727,114489,115282,116061,116860,117645,118440,119231,120019,125147,132732,148239,166078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105101,111677,112454,113250,113831,114493,115280,116063,116856,117654,118445,119230,120022,120524,121272,126623,131480,910929,1084522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103743,111403,112457,113050,113558,114502,115288,116070,116867,117652,118266,118787,119573,121340,131715,133885,232445,281884,652277,1045601,1083947,1109305,1119887,1121728,1132465,1137837,1179181,1228783,1237400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104993,111401,112452,113234,113829,114491,115277,116068,116696,117335,118123,118753,120032,120667,138368,188272,1023593,1206520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104439,111388,112446,113227,113728,114490,115282,116062,116851,117491,118112,119229,119801,120483,128082,129645,149760,161846,504546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103997,111400,112455,113052,113719,114316,114974,115758,116856,117647,118435,119302,120029,122694,133117,136641,145897,178264,362235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103921,111385,112451,113233,114184,114780,115281,116061,116865,117504,118117,119240,120029,120809,121333,121908,122723,130747,132727,134377,149603,218413,227385,1011973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104269,111393,112449,113225,113728,114494,115117,115621,116543,117335,117979,118587,119228,122387,130952,132696,492573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105623,111706,112473,113257,113853,114513,115296,116095,116684,117513,118143,118785,119803,120367,121619,135119,156837,499327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103487,111679,112455,113228,113728,114480,114982,116058,116882,117491,118112,119242,120029,120827,121601,125829,131240,138507,142166,142703,159977,237852,412906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105817,107900,111271,111773,112449,113228,113829,114491,115270,116065,116704,117310,118124,118908,120042,121506,124789,134218,157030,319152,954475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104322,111392,112453,113227,114189,114911,115609,116228,117210,118126,119232,120027,120800,121602,125284,131869,140075,141223,141898,152652,166070,170820,610029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104857,111687,112462,113245,114199,114977,115579,116080,116878,117380,118101,119234,119880,135280,135972,164814,816906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104159,111392,112450,113233,113826,114494,115123,115726,116229,116872,117386,117969,118606,119240,120009,120828,123523,124298,130339,133901,134438,138474,138992,159029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104137,111391,112453,113234,114196,114809,115581,116086,116708,117317,118129,118767,123626,129479,131039,138858,149480,157099,179512,228464,774598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105246,111276,111777,112456,112956,113710,114504,115287,116133,116866,117657,118782,121167,129312,140045,143167,160145,218526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104842,111699,112463,113067,113732,114502,115461,116061,116818,117668,118451,122277,131323,131950,214855,927499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104501,111389,111896,112447,112963,113712,114490,115418,115941,116869,118129,119959,128362,134259,152877,154411,201317,1118003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103589,111402,111962,112463,113242,113742,114506,115288,116234,117048,117998,118927,119718,125866,134232,136240,142135,178780,511683,705825,835467,983293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104238,111403,112453,113237,113831,114495,114999,115632,116246,117125,117675,118461,119239,120025,120813,121616,127824,132604,135923,141528,142594,151222,757178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104625,111389,112448,113229,113729,114494,115081,115800,116404,117327,118128,119232,120025,120815,121600,123561,135655,136179,138198,138800,145631,147832,172236,866932,965871,1052467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
105333,111682,112460,113238,114191,114757,115265,115985,116853,118124,118907,120027,122712,132704,141057,143196,954710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104391,106787,111687,112453,113232,113738,114486,114988,115602,116237,116864,117648,118448,119231,120028,120810,121611,132675,133626,144292,154885,169671,170600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103451,111397,112459,113240,114193,114828,115623,116248,116933,117654,118156,118911,119718,120506,121291,122659,130259,131617,141911,144818,145553,424075,424656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
104943,111415,111922,112476,113068,113735,114513,115178,116076,116579,117342,117885,118474,118978,130487,141317,141875,145681,156518,157273,161897,512781,1144967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103749,111309,111870,112462,112965,113721,114497,115443,116091,116859,117494,118115,119236,120023,121749,124799,135211,137911,139004,145782,149798,625909,634164,973264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
