0,1,2,3,4,5,6,7,8,9,10,11
111491,116829,121860,130110,135153,140822,147138,173583,-1,-1,-1,-1
111472,116659,121750,136974,142060,149069,154839,160421,168720,177945,-1,-1
111471,116742,122225,139905,153791,161893,168082,-1,-1,-1,-1,-1
111501,116896,121937,132556,139892,144965,150926,-1,-1,-1,-1,-1
111460,116462,121861,135507,142506,147610,154692,163062,-1,-1,-1,-1
111501,116840,121848,154750,162962,-1,-1,-1,-1,-1,-1,-1
111505,116750,122047,140076,146593,151800,167696,-1,-1,-1,-1,-1
111496,116724,122049,135266,144092,150011,161015,170152,-1,-1,-1,-1
111476,116791,122014,130343,140867,146740,152346,-1,-1,-1,-1,-1
111511,116530,121581,133165,141571,146893,-1,-1,-1,-1,-1,-1
111448,116784,121907,146124,152573,162937,-1,-1,-1,-1,-1,-1
111498,116831,121855,142435,150160,156908,166340,176355,-1,-1,-1,-1
111488,116692,121718,143412,150233,158566,-1,-1,-1,-1,-1,-1
111438,116644,121680,139749,156608,163820,169722,181440,-1,-1,-1,-1
111490,116835,121956,139431,146537,152482,158597,169948,182061,-1,-1,-1
111487,116556,121655,146618,152924,158373,166924,-1,-1,-1,-1,-1
