0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
110552,111354,111860,112405,113062,113813,114684,130616,132613,135144,138304,511844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110562,111265,111787,112308,112859,113517,114061,115001,117470,129040,131075,133882,140259,191893,-1,-1,-1,-1,-1,-1,-1,-1
110570,111227,111747,112345,112971,113777,114430,115844,137377,237554,313738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110571,111185,111704,112491,113234,113777,114295,114847,115458,120286,137462,139403,142168,156103,337175,515103,-1,-1,-1,-1,-1,-1
110562,111316,111952,112756,113320,113881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110543,111560,112108,112718,113363,113886,114487,115080,130839,139576,185719,204387,261019,261560,285352,324142,324681,390184,390722,489762,490308,-1
110600,111681,112232,112758,113265,114151,114860,140926,145305,260114,458821,459365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111328,112263,113045,113958,114471,115457,119450,134535,137730,305654,306198,392018,857341,-1,-1,-1,-1,-1,-1,-1,-1
110581,111253,111844,112454,113049,113738,114470,134087,136232,139260,210004,331847,375738,429751,458334,551196,735459,-1,-1,-1,-1,-1
110562,111313,112253,112846,113364,114021,114877,115635,143287,201112,256329,256872,314959,315506,364407,364945,612423,-1,-1,-1,-1,-1
110625,111631,112386,113215,114039,115552,130757,133190,145194,206952,262133,319470,574694,-1,-1,-1,-1,-1,-1,-1,-1,-1
111360,111945,112785,113648,114807,115360,118762,119331,137872,142480,202400,221718,332289,395447,464862,497659,654377,-1,-1,-1,-1,-1
110562,111288,112058,112668,113198,113762,114372,114959,115542,130124,223251,254441,319521,390689,508061,-1,-1,-1,-1,-1,-1,-1
110557,111310,111819,112326,113092,113592,114316,115576,132356,138814,140828,142917,155199,168217,201929,239947,268594,307920,360848,444742,445285,809244
110562,111183,111715,112468,113047,113735,114258,116340,212753,213295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110552,111250,111772,112276,112823,113351,113856,114374,114957,115671,138749,242320,242858,302185,302722,343822,428536,429081,642258,-1,-1,-1
110566,111228,111734,112736,113684,114370,115066,115691,144085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110560,111306,111825,112326,113024,113918,114632,116146,119711,126374,136112,153939,208863,312997,313536,409328,409872,-1,-1,-1,-1,-1
110573,111250,111807,112617,113136,113659,135339,145447,897335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111309,111885,112602,113158,146606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110653,111258,111843,112415,113124,113687,114436,154372,591798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111322,111958,112481,113657,114970,130177,133771,137481,138472,150855,155866,464939,-1,-1,-1,-1,-1,-1,-1,-1,-1
110573,111324,111837,112356,112930,114396,120179,132783,155126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110702,111365,111940,112530,113059,132442,135259,140110,291700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110548,111373,111951,112729,137309,139454,280305,1247221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110560,111245,111821,112340,1106413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110621,111282,111942,112542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110635,111317,112146,126327,135629,151318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110569,111310,112001,133336,135760,146761,1174303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110574,111361,112142,112658,139594,895786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110535,111264,111921,137526,142337,151216,161236,952500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110511,111232,111733,142858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110541,111367,112216,137632,147489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111248,111847,112543,137777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110548,111321,111837,112402,603443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110567,111317,111827,112354,113046,132721,265371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110544,111249,111764,112290,210562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110572,111386,111974,112675,289980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110533,111237,111750,112400,803435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64569,110539,111247,111755,132698,136674,140343,141457,842570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110557,111319,111847,136753,139409,143260,646151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110616,111308,111833,112398,131080,134012,136557,138234,142506,143075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110527,111304,112133,531049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110532,111360,112135,112788,139094,144047,555846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110529,111221,111747,112524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110566,111326,112152,112668,154775,651916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110549,111311,111838,744929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110558,111236,111824,112335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110546,111279,112181,112838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110648,111315,111831,112653,137837,141230,142185,143976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110545,111367,112215,978483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110557,111271,111969,134015,137663,139745,145451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110564,111439,112144,130147,132282,135143,146944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110561,111301,111827,112396,135369,147384,591682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111366,112012,130552,144611,148914,1074792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111325,112029,112539,138165,140882,143365,206219,1157239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111252,111770,112601,133138,136308,151926,261838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111317,112009,112972,113618,142006,145512,150625,399642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110577,111304,112142,113112,131821,136405,137932,146332,149802,503321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111322,112152,113044,113609,134571,137993,138736,143625,144377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111325,111852,112532,113763,114396,115228,134286,137829,138889,387585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19684,110565,111310,112254,112842,113387,114216,114934,136294,670395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110575,111412,112389,113222,114005,134111,136369,137691,139656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111691,112442,113009,130246,135506,140188,145215,146513,461240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
107655,110599,111312,111828,112340,112855,142799,145767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110589,111176,111677,112339,132564,133665,134738,138188,140179,143017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110712,111543,112423,113200,113857,966660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110579,111258,111793,112301,113042,134981,137645,138712,139882,144655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110588,111433,112170,112716,161189,930313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110659,111580,112332,112910,113787,694061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111315,112218,113048,114083,115128,138291,141161,142450,144111,148080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110576,111186,111962,112504,113282,113942,145853,148816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110588,111246,111753,112345,113082,113921,139952,144653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110627,111385,112352,112895,113471,114408,302352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110583,111263,112139,112916,113703,114482,135992,144193,176137,402290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111306,111828,112378,113093,113858,132859,135144,138065,459865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110622,111673,112531,113064,114003,115632,116244,132927,244740,245279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27951,110578,111641,112410,113132,115251,115837,122562,151057,199079,227487,293322,378951,379495,453351,-1,-1,-1,-1,-1,-1,-1
110582,111250,111797,112332,113085,113906,114500,115633,133641,137337,137866,507422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110575,111664,112419,113010,113766,114974,138764,143426,231279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110585,111248,111782,112504,113100,113686,114326,115302,138227,145826,267769,522234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110585,111439,112190,113037,113553,114069,115764,116376,117029,133974,138865,145699,154955,177055,230342,295278,696685,-1,-1,-1,-1,-1
110589,111244,111763,112310,113155,113705,114232,114785,115999,116563,134329,137372,141279,146692,213107,253396,344487,399572,530330,-1,-1,-1
110552,111224,111729,112252,112871,113480,114047,139488,151921,156589,176577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110556,111241,111960,112502,135069,144634,503060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111332,112243,112923,113673,114241,132872,143201,149753,671939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110572,111311,111872,112530,113761,137758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111318,112278,112792,113308,139936,153004,304032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111375,112322,113588,114349,115642,124588,127628,142790,999517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110557,111446,112227,112849,113584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110562,111247,112168,113720,114355,115815,134193,141412,214958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110565,111322,112062,112563,113161,113969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111386,112164,112726,114107,126677,133046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110568,111327,111839,112617,113831,115811,137332,388111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110523,111245,111940,112728,113797,114801,132159,137720,141245,145939,158230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110559,111295,111897,112726,113247,114266,132614,135255,138152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111250,111803,112489,113101,113854,114385,134209,139588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110566,111247,111958,112492,113121,113871,141350,142406,823608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110663,111307,111952,112648,136473,140205,273605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111305,111952,112650,113178,135576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110611,111304,111826,112345,113097,114017,132686,135279,137764,140451,461434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110619,111249,112218,112723,133733,135467,137511,140625,399609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111312,111831,112606,113557,114070,136653,140252,153361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110605,111240,111848,112381,113064,113880,136060,142063,487749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110579,111358,111865,112387,112984,136848,141999,155030,171559,553355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111322,111839,112737,113695,132153,135641,166671,315629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110626,111327,111876,112418,113719,114653,134256,158556,334169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111324,111840,112373,113060,114006,115119,131206,135176,139549,155947,934161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111303,111816,112333,112903,139051,143012,146833,152956,898952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110629,111375,112224,113320,729953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110638,111305,112217,112734,113688,115594,729270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111380,111965,112667,113344,113895,114955,144505,152822,677124,1236460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110568,111305,111821,112409,146219,158814,242660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110642,111301,112206,112897,134242,136470,139386,691796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110627,111409,111926,112445,150033,154089,474299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110577,111407,112232,137405,630485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110492,111303,111820,139529,143315,144833,147436,155874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111368,112145,139599,146035,933118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111307,111999,112521,144711,145800,146904,303551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111371,112015,112706,148589,583783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110576,111310,111831,112399,135007,555194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110579,111314,111829,112483,132421,135089,139670,147723,541289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110592,111323,111843,144182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111253,111936,130619,137628,140229,142009,891318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111384,112417,133523,140006,533699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111313,112010,112528,146359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110562,111307,112220,113555,114604,137938,159323,186099,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110636,111320,111844,112398,113717,114557,136805,138528,140840,1131800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110558,111310,112135,112872,113810,115202,141790,145322,354489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110561,111271,111795,112314,112831,135455,136251,139650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111452,111976,112662,113689,134031,136645,141055,163572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110586,111189,111691,112453,113286,114335,137357,142793,155146,728055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110572,111379,111881,112403,113310,113848,114398,115715,130816,135677,139201,142509,480445,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111383,111962,112662,113191,114330,115272,135086,136729,139465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110557,111371,111966,112484,113242,113956,114515,115822,149600,558288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111585,112174,112821,113743,114284,115353,160680,908123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110517,111319,112008,112536,113219,115159,115745,133027,136660,137268,140827,146532,170058,195568,226655,267518,280899,327521,-1,-1,-1,-1
110651,111259,112230,112762,113737,114305,116167,116916,117539,136710,138642,140064,147614,218987,-1,-1,-1,-1,-1,-1,-1,-1
110574,111298,111823,112639,131748,148233,481546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110561,111305,112132,142967,144369,147118,729176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110624,111317,111832,112352,139923,140841,145813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110642,111356,112135,134969,138187,858920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110561,111233,111750,112398,133803,141472,146025,152504,903894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110596,111323,111850,136362,139093,168446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110577,111289,111812,112389,382723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111244,111762,112409,135389,152300,158389,167786,192870,535852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110508,111374,112150,112669,142850,378433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110580,111307,111828,112479,132706,138679,139921,145483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110585,111246,111835,141155,144998,910258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111314,111956,112606,139170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110568,111233,112205,113116,137141,139416,140623,142503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110625,111254,111845,112347,134849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110656,111315,112071,112603,114396,516196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111366,112015,112668,113180,113762,134382,136487,142293,146920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110586,111357,112051,112575,144360,151872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111317,111912,112480,136077,138508,141316,143244,145644,147905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110558,111252,111760,112408,123948,136270,140938,147215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110578,111366,111876,112400,152362,155473,164438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110574,111314,111832,112444,113084,137410,139465,147945,272884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110562,111246,111769,112469,113210,150276,157309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110575,111320,111827,112403,113227,114498,141331,151112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110574,111330,111896,112423,113224,135523,137382,145251,149510,155110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111313,112059,112617,113184,114003,136784,674680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110577,111238,111743,112443,113131,142167,146320,147957,152214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110580,111364,112053,112648,141976,391967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111364,112137,112652,136587,141496,154640,598480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111252,111945,112600,141823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110605,111331,111847,112496,153277,170130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110572,111291,111936,112633,727030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110571,111310,111955,112560,154975,158227,158896,282822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110643,111323,111866,112411,136004,139725,140766,142606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111299,111807,112585,113706,115651,134526,138058,142045,142972,147793,148367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110589,111247,111944,112503,130302,135875,140403,149145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111326,111848,112458,113060,141577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110660,111283,111816,112322,139894,145940,146635,149512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110576,111309,111954,112471,147053,154262,521679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111386,112235,133261,134843,432418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110591,111322,112228,133820,260346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110554,111242,111839,112580,139628,150092,153498,157167,161617,800927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110583,111318,111832,129528,132256,144686,150672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110619,111252,111762,135229,142350,147370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111310,111876,112521,1139109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111313,111834,112400,143952,600202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111324,111838,112539,143790,312242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108887,110619,111331,111845,112455,113017,141922,146492,152080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110580,111303,111942,112591,136526,140564,146270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110637,111426,112131,112647,699273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110573,111310,112143,149834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110576,111327,111841,112622,143118,147324,149931,397627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110605,111300,111993,112598,156355,159197,163495,925110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110562,111295,111812,112333,146264,160559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110565,111240,111755,152692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
